StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q37,Q38,Q39,Q40,Q41,H_Check_fact_1,H_Check_know_1,H_C_1_1,H_CF_1,H_Check_fact_2,H_Check_know_2,H_C_2_1,H_CF_2,G_Check_fact_1,G_Check_know_1,G_C_1_1,G_CF_1,G_Check_fact_2,G_Check_know_2,G_C_2_1,G_CF_2,B_Check_fact_1,B_Check_know_1,B_C_1_1,B_CF_1,B_Check_fact_2,B_Check_know_2,B_C_2_1,B_CF_2,Age,Gender,Q390,condition,order
24/08/2020 14:24,24/08/2020 14:32,0,174.128.250.18,100,485,1,24/08/2020 14:32,R_1Fx0xJIfLj9pG0J,,,,,39.75010681,-104.995697,anonymous,EN,,,,,James,,,,,,,,,1,2,7,if bob had not used the Nutrit fertilizer ,1,1,7,if Alex greed didn't get in his way ,,,,,,,,,30,1,none,2,1
24/08/2020 14:29,24/08/2020 14:34,0,47.30.173.17,100,310,1,24/08/2020 14:34,R_5bsFBYLyHgtpOsp,,,,,28.65040588,77.23721313,anonymous,EN,,Benjamin,,,,,,,,,,,,1,2,3,If botanical garden managers had told Bob everything about new fertilizer,1,1,7,Alex had used old fertilizer instead of Splendor,,,,,,,,,27,1,,2,2
24/08/2020 14:30,24/08/2020 14:34,0,174.65.81.86,100,226,1,24/08/2020 14:34,R_2tLiB2eJsvjhKz3,,,,,32.81230164,-116.9171982,anonymous,EN,,,,Noah,,1,2,5,Dr Jones gave the patient the drug Heparine,1,1,6,Dr Smith gave the patient the drug Sanguin,,,,,,,,,,,,,,,,,41,1,"Thank you very much for this HIT, and best of luck with your research",1,2
24/08/2020 14:23,24/08/2020 14:35,0,104.59.155.242,100,722,1,24/08/2020 14:35,R_3e8lEXNBnPJfy7Z,,,,,32.75369263,-96.83670044,anonymous,EN,,,,Noah,,1,2,2,applied alternative but effective dug,1,1,5,applied Sanguin as alternative,,,,,,,,,,,,,,,,,52,1,,1,2
24/08/2020 14:28,24/08/2020 14:35,0,24.140.34.25,100,425,1,24/08/2020 14:35,R_1F3CvMnqZqPe6eV,,,,,40.81419373,-81.93869781,anonymous,EN,,,,Noah,,,,,,,,,,1,2,5,Bob had researched the new fertilizer before using then,1,1,7,Alex did not use the cheaper fertilizer then,,,,,,,,,53,2,,2,2
24/08/2020 14:31,24/08/2020 14:37,0,209.216.92.228,100,317,1,24/08/2020 14:37,R_22Ku41USHCk4ILh,,,,,25.82949829,-80.29270172,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,1,2,5,Anne had shown competence by making sure the customer's health and needs were duly considered before making use of this new flour,1,1,7,Sandra had been more honest with the customer that the flour contained traces of walnut,34,1,,3,2
24/08/2020 14:30,24/08/2020 14:38,0,73.183.194.74,100,504,1,24/08/2020 14:38,R_33mxPY7Zu2moiSk,,,,,29.7223053,-95.62850189,anonymous,EN,Emma,,,,,1,2,5,"the patient’s medical record, Dr Jones sees that the patient has blood ",1,2,4,It causes mild leg cramps in patients with blood type ‘B-negative’,,,,,,,,,,,,,,,,,25,1,None,1,1
24/08/2020 14:26,24/08/2020 14:43,0,150.242.173.151,100,1018,1,24/08/2020 14:43,R_bIA3dqdwNDYXbgt,,,,,28.45970154,77.02819824,anonymous,EN,,,Ava,,,1,2,5,If I were in Dr. Jones's place I would not administer a new drug to my patient without knowing about any possible side effects. And this would have saved the patient from suffering.,1,1,6,"If I were in place of Dr. Smith, I would have advised the hospital administration about the side effect of the drug and would continue to use the previous drug or substitutes which do not have the same side effect. And the patient would not have suffered.",,,,,,,,,,,,,,,,,27,1,There are no issues with the survey.,1,2
24/08/2020 14:40,24/08/2020 14:43,0,68.207.246.47,100,189,1,24/08/2020 14:43,R_3JIYL3Yn7MFsDK7,,,,,27.8170929,-82.62680054,anonymous,EN,Emma,,,,,,,,,,,,,1,1,7,If he hadn't used Nutrit then the China roses wouldn't have dieed. ,1,2,6,he had done things differently the roses wouldn't have died. he really should not have died. He should not have used that chemical and product on the flora. ,,,,,,,,,37,2,n,2,2
24/08/2020 14:39,24/08/2020 14:43,0,173.12.182.177,100,276,1,24/08/2020 14:43,R_2zHBD4bfJUwlWGf,,,,,44.62789917,-123.0592041,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,1,2,4,the company would've notified Anne that the change in flour contains possible traces of hazelnuts she could've notified the customer. ,1,1,7,Sandra would've notified the customer of the possible traces of walnut,42,1,"This was interesting, thank you",3,2
24/08/2020 14:39,24/08/2020 14:44,0,70.113.64.2,100,333,1,24/08/2020 14:44,R_ClEWHX4BwwEXb8J,,,,,30.27209473,-97.6867981,anonymous,EN,,,,,James,2,1,3,had a different blood type,1,2,3,had a different blood type,,,,,,,,,,,,,,,,,36,1,,1,1
24/08/2020 14:28,24/08/2020 14:45,0,122.174.161.107,100,1047,1,24/08/2020 14:45,R_1Y2RFvHAUrBl9sZ,,,,,13.08599854,80.27508545,anonymous,EN,,,Ava,,,1,2,4,if not afibo drug injuct the patient would not have suffered led cramps.,1,2,6,If B-negative patient did not injucted in corus drug would not have suffered leg cramps.,,,,,,,,,,,,,,,,,28,2,nice,1,1
24/08/2020 14:33,24/08/2020 14:48,0,71.73.50.252,100,896,1,24/08/2020 14:48,R_4SWJWFdOfNq761j,,,,,41.5019989,-82.00910187,anonymous,EN,,,,Noah,,,,,,,,,,1,2,6,"If Bob would have done some research on the Nutri product before applying it, the China roses would not have died.",1,1,7,"If Alex would have paid more attention to what he was giving the roses, the Bourbon roses would not have died.",,,,,,,,,40,1,"So interesting to come across this study,  I actually own a flower shop.  I deal with roses all day long.  Thank you for allowing me to participate in this work study.  I hope you have found my data useful for your work studies.   Have a wonderful day!",2,1
24/08/2020 14:51,24/08/2020 14:54,0,98.235.48.150,100,148,1,24/08/2020 14:54,R_qWNOPIKTXRlYJb3,,,,,40.2743988,-76.70619965,anonymous,EN,,,,,James,1,2,6,"the doctor had read up on the drug, he'd have known about the side effects and may not have prescribed it, ergo",1,1,7,the doctor had no prescribed the drug and used something else,,,,,,,,,,,,,,,,,48,1,,1,1
24/08/2020 14:50,24/08/2020 14:54,0,99.23.146.214,100,275,1,24/08/2020 14:54,R_2fvevdtGkCHh4Gr,,,,,29.646698,-82.32839966,anonymous,EN,,,,,James,,,,,,,,,1,2,6,Bob had died,1,1,7,Alex had not bought Splendor,,,,,,,,,50,1,,2,1
24/08/2020 14:54,24/08/2020 14:57,0,24.208.188.198,100,157,1,24/08/2020 14:57,R_5ndcAtln8yEVWPT,,,,,40.74159241,-84.15219879,anonymous,EN,,,,,james,,,,,,,,,1,2,3,bod dis research about the product,1,1,7,she shouldnt have used the new fertilizer,,,,,,,,,39,1,,2,2
24/08/2020 14:54,24/08/2020 14:57,0,174.101.36.103,100,192,1,24/08/2020 14:57,R_bkDLqCJ3XZ2Fza1,,,,,39.45219421,-83.84100342,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,1,2,5,Annie carefully read about all the ingredients of the flour,1,1,7,Sandra used a different type of flour,31,1,,3,2
24/08/2020 14:46,24/08/2020 15:01,0,108.234.235.187,100,900,1,24/08/2020 15:01,R_2upqQ1cJGEpqGgs,,,,,29.6914978,-95.04740143,anonymous,EN,,Benjamin,,,,1,2,3,dr. jones had administered heparine instead of abifo ,1,1,7,dr. smith would have administered another drug instead of corus,,,,,,,,,,,,,,,,,32,2,,1,1
24/08/2020 15:01,24/08/2020 15:05,0,38.100.151.194,100,203,1,24/08/2020 15:05,R_eJ7XMKguDUzelnb,,,,,29.75019836,-95.47100067,anonymous,EN,,,Ava,,,1,2,6,the patient was informed correctly,1,1,1,patient didn't have any symptoms,,,,,,,,,,,,,,,,,27,1,,1,1
24/08/2020 15:02,24/08/2020 15:06,0,72.68.205.5,100,273,1,24/08/2020 15:06,R_3Rl4LGJRZ5GTPDu,,,,,41.33459473,-73.69509888,anonymous,EN,,,,,James,1,2,4,the patient had a different blood type,1,1,5,the patient did not take Corus,,,,,,,,,,,,,,,,,31,2,it was interesting thanks so much,1,1
24/08/2020 15:02,24/08/2020 15:08,0,67.247.196.28,100,391,1,24/08/2020 15:08,R_1dyjTgTYcqQxeYN,,,,,46.68280029,-68.01689911,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,1,2,1,They didn't eat it,1,1,2,There was no walnuts,36,1,,3,2
24/08/2020 15:10,24/08/2020 15:15,0,177.152.111.55,100,338,1,24/08/2020 15:15,R_6LSxeQ50FnWh33P,,,,,-22.92010498,-43.33070374,anonymous,EN,Emma,,,,,1,2,5,"If Dr had researched more about the drug before buying, the patient would not have cramps.",1,1,7,"If the doctor had not used the cheapest drug, the patient would not have cramps.",,,,,,,,,,,,,,,,,29,1,None.,1,1
24/08/2020 15:05,24/08/2020 15:17,0,157.49.206.18,100,753,1,24/08/2020 15:17,R_1H6J5HMTIvAVNVu,,,,,12.97210693,77.59329224,anonymous,EN,,,Ava,,,,,,,,,,,1,2,2,"If ""Vitax"" was used instead of ""Nutrit""",1,1,6,"If ""Flora"" was used instead of ""Splendor""",,,,,,,,,30,1,nothing,2,2
24/08/2020 15:11,24/08/2020 15:19,0,98.192.156.105,100,487,1,24/08/2020 15:19,R_1jCgRMmF4AoGRtx,,,,,30.48049927,-84.22429657,anonymous,EN,,,,Noah,,,,,,,,,,1,2,2,"If Bob had not used the Nutrit fertilizer, the China roses would not have died. He should have done more research into the new fertilizer before using. Then he could have prevented the China roses from dying.",1,1,4,"If Alex did not use the new fertilizer, the Bourbon roses would not have died. He could have decided that it wasn't worth using to harm the roses and stuck with the other fertilizer instead.",,,,,,,,,42,2,,2,2
24/08/2020 15:33,24/08/2020 15:38,0,217.138.206.36,100,289,1,24/08/2020 15:38,R_31pDV2TRBhqnH33,,,,,40.71569824,-74,anonymous,EN,,,,,James,1,2,1,doctor could have done more research about the new product,1,1,7,the doctor didn't use the new drug,,,,,,,,,,,,,,,,,32,1,,1,1
24/08/2020 15:31,24/08/2020 15:43,0,65.31.20.112,100,696,1,24/08/2020 15:43,R_5uQoc8MMmsDHSmJ,,,,,39.95809937,-82.80680084,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,1,2,6,Anna had done her due diligence and researched the new product,1,1,7,she had warned others of the contents,29,1,,3,1
24/08/2020 15:41,24/08/2020 15:45,0,173.187.5.173,100,290,1,24/08/2020 15:45,R_aawiCFDsx9ZYTap,,,,,34.9250946,-80.72779846,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,1,2,2,"If Anne had known that the flour contained traces of Walnuts, she could have told them and the customer would not have had an allergic reaction.",1,1,5,If Sandra had informed the customer that the flour used had traces of walnuts. the customer would not have had an allergic reaction.,45,1,No issues!  Thanks for the HIT!  I did my best and hope the data is useful!,3,2
24/08/2020 14:23,24/08/2020 15:55,0,71.77.155.238,100,5526,1,24/08/2020 15:55,R_3ey05wZ2cZuCmTC,,,,,35.18730164,-79.47299957,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,1,2,4,"If Anne had checked on what was actually in the new brand of flour, the customer would not have had an allergic reaction.",1,1,7,If Sandra cared about the customer and their nut allergy she would not have used the new flour and the customer would not have had an allergic reaction.,58,2,,3,1
24/08/2020 15:53,24/08/2020 15:56,0,68.101.151.45,100,203,1,24/08/2020 15:56,R_3PNWhnW2Qh3yZ0m,,,,,32.97279358,-117.0379028,anonymous,EN,,,Ava,,,,,,,,,,,1,2,7,Bob did not fertilize the roses,1,1,7,Alex did not fertilize the roses with Splendor,,,,,,,,,37,2,,2,2
24/08/2020 16:01,24/08/2020 16:02,0,72.65.252.103,100,23,1,24/08/2020 16:02,R_21jRpG8Z2OUO40g,,,,,40.42359924,-79.98249817,anonymous,EN,,Bejamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/08/2020 16:03,24/08/2020 16:05,0,75.177.104.109,100,135,1,24/08/2020 16:05,R_3pswo8zI0QdLNmy,,,,,36.50019836,-80.61630249,anonymous,EN,,,,Noah,,,,,,,,,,1,2,1,Bob had not used the Nutex,1,1,7,"Allen had not used the splendor,",,,,,,,,,39,2,,2,1
24/08/2020 16:09,24/08/2020 16:12,0,75.151.82.106,100,162,1,24/08/2020 16:12,R_3hyaxpJgd7ZJwAi,,,,,39.61399841,-104.9601974,anonymous,EN,,Benjamin,,,,1,2,2,Dr. Jones read the side effects of this medication and did not prescribe it,1,1,5,Dr. smith did not prescribe Corus,,,,,,,,,,,,,,,,,35,2,,1,2
24/08/2020 16:06,24/08/2020 16:13,0,69.143.168.234,100,466,1,24/08/2020 16:13,R_tDJgnO266Na8Not,,,,,39.00059509,-77.10030365,anonymous,EN,,,Ava,,,,,,,,,,,1,2,2,"If Bob used a different fertilizer, the China roses would not have died.",1,1,6,"If Alex did not use the Splendor, the Bourbon roses would not have died.",,,,,,,,,34,1,,2,1
24/08/2020 16:11,24/08/2020 16:14,0,73.110.42.190,100,184,1,24/08/2020 16:14,R_3egK19a70REsPwe,,,,,41.9703064,-87.66400146,anonymous,EN,,,,,James,,,,,,,,,1,2,5,the roses had received more sunlight and water,1,1,6,"Alex either didn't use fertilizer or used another type of fertilizer, one without the harmful side effects",,,,,,,,,35,1,,2,2
24/08/2020 16:09,24/08/2020 16:14,0,74.101.53.83,100,289,1,24/08/2020 16:14,R_ZwU7Tiv7Zaku5TX,,,,,40.61860657,-73.92720032,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,1,2,1,Ann would have know it had traces of hazelnuts,1,1,7,Sandra would have told the customer this has traces of walnut,32,1,,3,2
24/08/2020 16:09,24/08/2020 16:17,0,47.224.50.72,100,483,1,24/08/2020 16:17,R_b2zOjbF8Sy9YWrf,,,,,45.60800171,-84.48670197,anonymous,EN,,Benjamin,,,,1,2,7,"Dr Jones had prescribed a different medication, or simply not prescribed Afibo",1,1,7,The doctor had not prescribed Corus,,,,,,,,,,,,,,,,,44,1,,1,1
24/08/2020 16:24,24/08/2020 16:28,0,68.100.146.13,100,241,1,24/08/2020 16:28,R_W9km7tRP9HyFOed,,,,,38.30000305,-77.47389984,anonymous,EN,,,Ava,,,1,2,2,Dr. Jones had given the patient Heparine,1,1,5,Dr. Smith gave the patient Sangun,,,,,,,,,,,,,,,,,44,2,,1,2
24/08/2020 16:24,24/08/2020 16:30,0,103.143.108.224,100,369,1,24/08/2020 16:30,R_ptRsjDhROCRfjJD,,,,,11.10760498,77.35641479,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,1,1,5,"Allergic reactions can change over time, even disappearing in some cases. Most people with allergies first develop them as children or infants. But as they age, some individuals seem to leave their hay fever, pet allergies or even food allergies behi",1,1,5,"Allergic reactions can change over time, even disappearing in some cases. Most people with allergies first develop them as children or infants. But as they age, some individuals seem to leave their hay fever, pet allergies or even food allergies behind",30,1,god study,3,2
24/08/2020 16:26,24/08/2020 16:30,0,69.58.121.132,100,269,1,24/08/2020 16:30,R_urjVEoKMEWwM8cF,,,,,39.96530151,-83.02349854,anonymous,EN,,Benjamin,,,,,,,,,,,,1,2,7,Bob did not give it Nutrit,1,1,7,Alex would not have used Splendor,,,,,,,,,35,1,,2,1
24/08/2020 16:31,24/08/2020 16:35,0,97.120.104.204,100,276,1,24/08/2020 16:35,R_ahqHnB2tdFjBmed,,,,,45.57769775,-122.6795044,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,1,2,6,the bakery owner had researched the new flour more carefully,1,1,7,Sandra had used the nut-free flour for the cake,48,2,,3,1
24/08/2020 16:34,24/08/2020 16:47,0,75.65.137.191,100,781,1,24/08/2020 16:47,R_2vZkr2dZLOa469P,,,,,29.5933075,-90.75959778,anonymous,EN,,Benjamin,,,,1,1,6,Dr Jones often administers her patients the blood-thinning drug “Heparine” in order to prevent thrombosis and blood clots.,1,1,6,Dr Smith often administers her patients the blood-thinning drug “Sanguin” in order to prevent thrombosis and blood clots.,,,,,,,,,,,,,,,,,47,2,Nope,1,2
24/08/2020 16:58,24/08/2020 17:02,0,23.119.201.59,100,251,1,24/08/2020 17:02,R_3koCMAoXtq5lnGE,,,,,32.90739441,-97.42569733,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,1,2,7,Anne had researched the flour for the allergy friendly cake,1,1,7,Sandra had used a nut free flour instead,39,2,,3,2
24/08/2020 17:21,24/08/2020 17:26,0,67.58.114.176,100,287,1,24/08/2020 17:26,R_2VKF97H3k2JMzSA,,,,,35.26210022,-82.66660309,anonymous,EN,,Benjamin,,,,,,,,,,,,1,2,1,"If Bob's boss had told him there was a new fertilizer which would harm the China roses, the China roses would not have died.",1,1,7,"Alex had paid more attention to the fertilizer he was using and had not chosen Splendor, the Bourbon roses would not have died.",,,,,,,,,65,1,No comments!,2,1
24/08/2020 16:16,24/08/2020 17:29,0,103.80.71.170,100,4353,1,24/08/2020 17:29,R_9YwqmD2U1VpGUxP,,,,,22.81570435,89.56600952,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,2,1,3,This is very good news.,1,1,6,This is very good news.,29,1,Nice study.,3,1
24/08/2020 16:56,24/08/2020 17:46,0,122.174.207.26,100,3017,1,24/08/2020 17:46,R_22tVCkJGfIv8LR3,,,,,13.08599854,80.27508545,anonymous,EN,Emma,,,,,1,1,7,heparine madicin,1,1,7,sanguin madicin,,,,,,,,,,,,,,,,,32,1,no,1,1
24/08/2020 18:16,24/08/2020 18:18,0,173.242.129.193,100,114,1,24/08/2020 18:18,R_2zT7PMadeo8yoKC,,,,,37.75250244,-85.99539948,anonymous,EN,Emma,,,,,,,,,,,,,1,2,2,Bob had of known about the ill effect and not used it,1,1,7,"he hadn't of used that fertilizer,",,,,,,,,,39,1,,2,2
24/08/2020 14:30,24/08/2020 14:35,0,66.31.48.108,99,322,0,25/08/2020 10:02,R_3CZY1HqfzblpwzQ,,,,,,,anonymous,EN,,Benjamin,,,,,,,,,,,,1,2,3,Bob used another fertilizer then ,1,1,6,Alex didn't use the new fertilizer,,,,,,,,,29,2,,2,2
24/08/2020 14:49,24/08/2020 14:52,0,45.178.152.112,99,207,0,25/08/2020 10:02,R_2zP8x7rCdnbtsvx,,,,,,,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,1,2,6,Anne doesn't use homestead in her cakes,1,1,6,Sandra not used harvest flour in her cakes,32,1,,3,2
24/08/2020 14:22,24/08/2020 14:23,0,134.76.0.125,22,27,0,25/08/2020 10:02,R_6FIGpUYarIDPb4R,,,,,,,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
24/08/2020 14:26,24/08/2020 14:27,0,108.254.224.255,52,37,0,25/08/2020 10:02,R_dd8Zai6gkDMjpLz,,,,,,,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
24/08/2020 14:54,24/08/2020 16:34,0,104.236.53.155,66,6033,0,25/08/2020 10:02,R_1IcwCJXwtkVCh48,,,,,,,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1
24/08/2020 14:26,24/08/2020 14:32,0,68.108.14.65,99,353,0,25/08/2020 10:03,R_2SqXqQoaxGN69G3,,,,,,,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,1,2,5,"If Anne had discussed not making any changes with her staff without her knowledge, the customer would not have had an allergic reaction. ",1,1,7,"If Sandra had not used the ""Harvest"" brand of flour, the customer would not have had an allergic reaction.",52,2,,3,1
24/08/2020 14:38,24/08/2020 14:39,0,72.241.62.50,92,54,0,25/08/2020 10:03,R_2CfbVuadLpBMUMd,,,,,,,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,1,2,,,2,1,4,Sandra wouldn't have put nuts in the cake,,,,3,2
25/08/2020 14:11,25/08/2020 14:14,0,68.179.240.85,100,195,1,25/08/2020 14:14,R_25ymbRV3kOXmZn2,,,,,35.60270691,-92.27420044,anonymous,EN,,,Ava,,,1,2,2,Afibo didn't have side effects,1,1,3,the patient didn't have b-negative blood,,,,,,,,,,,,,,,,,52,1,,1,1
25/08/2020 14:12,25/08/2020 14:15,0,73.124.103.214,100,212,1,25/08/2020 14:15,R_1dm238PqymBf7oX,,,,,25.99200439,-80.27020264,anonymous,EN,,,,,James,1,2,1,"the doctor knew that the cheaper medicine caused leg cramps, the doctor would not have prescribed it and,",1,1,5,"the doctor would have just prescribed the patient, Sanguin",,,,,,,,,,,,,,,,,29,1,,1,2
25/08/2020 14:11,25/08/2020 14:16,0,64.83.232.16,100,260,1,25/08/2020 14:16,R_3svu4oM3riNDjRV,,,,,44.00900269,-92.3934021,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,1,2,1,the bakery manager did not order this kind of flour,1,1,4,the manager did not order or Sandra did use this kind of flour,44,1,none,3,2
25/08/2020 14:12,25/08/2020 14:17,0,159.118.90.101,100,338,1,25/08/2020 14:17,R_ezFz401k4rJGHYt,,,,,33.74240112,-90.729599,anonymous,EN,,,Ava,,,1,2,1,"I think if Dr. Jones had just gave the patient the old blood thinner, then the person would not have suffered mild leg cramps",1,1,2,"If Dr. Smith had given the old blood thinner to the patient, then the patient would not have suffered leg cramps.",,,,,,,,,,,,,,,,,34,2,,1,1
25/08/2020 14:11,25/08/2020 14:18,0,66.243.214.51,100,412,1,25/08/2020 14:18,R_3ne0pSfhAqzVrF8,,,,,46.92100525,-122.5937958,anonymous,EN,,,Ava,,,,,,,,,,,1,2,1,"If Bob had not tried the new fertilizer, the China roses would not have died.",1,1,5,"Alex knew about the bad affects of the new fertilizer. If he had not chosen to use it, the Bourbon roses would not have died.",,,,,,,,,62,2,,2,1
25/08/2020 14:17,25/08/2020 14:19,0,107.134.81.242,100,129,1,25/08/2020 14:19,R_1GNwldcMDVDTdS6,,,,,41.56790161,-87.53800201,anonymous,EN,,Benjamin,,,,1,2,5,Dr Jones didn't try to save money,1,1,5,Dr. Smith took the warnings seriously,,,,,,,,,,,,,,,,,29,1,,1,2
25/08/2020 14:13,25/08/2020 14:19,0,217.138.206.36,100,401,1,25/08/2020 14:19,R_577oIIsZvZ8GrxT,,,,,40.71569824,-74,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,1,2,2,Ana could have learned more about the new product,1,1,5,she didn't use the new product ,32,1,It was quite an engaging study,3,1
25/08/2020 14:17,25/08/2020 14:20,0,168.235.70.73,100,189,1,25/08/2020 14:20,R_dgsq5wSBkKJs0w1,,,,,37.75100708,-97.8219986,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,1,2,1,the customer didn't eat the food,1,1,1,the product didn't contain walnut,31,1,,3,2
25/08/2020 14:17,25/08/2020 14:23,0,174.204.69.80,100,368,1,25/08/2020 14:23,R_YYSsEtuNQXirY4x,,,,,47.5460968,-122.3722992,anonymous,EN,,,,,James,,,,,,,,,1,2,6,"If Bob would have been aware of the effect of Nutrix on the China roses, he would not have used it and the China roses would not have died.",1,1,7,"If Alex would not have used the Splendor, the Bourbon roses would not have died.",,,,,,,,,65,2,,2,1
25/08/2020 14:13,25/08/2020 14:26,0,49.207.63.198,100,768,1,25/08/2020 14:26,R_10Z2f21PJsJiqTP,,,,,12.97210693,77.59329224,anonymous,EN,,,,Noah,,,,,,,,,,1,2,1,"If Bob had known about the side effects of the new fertilizer, he wouldn't have used it. Then the China roses would not have died. ",1,1,6,"If Alex didn't use the new fertilizer Splendor, the Bourbon roses would not have died. He could have mentioned that to the manager and get another fertilizer. ",,,,,,,,,34,2,,2,2
25/08/2020 14:17,25/08/2020 14:26,0,67.184.201.18,100,526,1,25/08/2020 14:26,R_3RrT6VizowGHNPA,,,,,42.39549255,-88.167099,anonymous,EN,,,,Noah,,1,2,7,"the doctor was informed of the side effect of the prescribed drug, he may have offered a different course and...",1,1,7,the doctor would have given the patient an alternative drug,,,,,,,,,,,,,,,,,52,1,,1,2
25/08/2020 14:27,25/08/2020 14:29,0,73.228.143.226,100,103,1,25/08/2020 14:29,R_3nel34Il9rJYzM9,,,,,44.82659912,-93.375,anonymous,EN,,,Ava,,,,,,,,,,,1,2,3,the Nutrit had not been ordered,1,1,6,Alex had not used the Splendor,,,,,,,,,42,1,,2,1
25/08/2020 14:41,25/08/2020 14:44,0,75.161.230.183,100,161,1,25/08/2020 14:44,R_3iEiFnZgNyD2oeE,,,,,35.05059814,-106.7248993,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,1,2,3,Anne had been told that the new flour contained traces of hazelnuts ,1,1,7,Sandra had simply used the other flour,36,1,None.,3,2
25/08/2020 14:35,25/08/2020 14:46,0,173.198.160.217,100,610,1,25/08/2020 14:46,R_2SoUaQTfqODYgNE,,,,,43.96009827,-111.6975021,anonymous,EN,,Benjamin,,,,1,2,4,"If Dr. Jones had fully informed themselves about drug interactions, the patient would not have suffered leg cramps, she is partially to blame.",1,1,4,"Dr. Smith wasn't worried about leg cramps over thrombosis, she could have withheld the drug, but that may have led to death, and then the patient wouldn't need to worry about mild leg cramps!",,,,,,,,,,,,,,,,,55,2,"No comment, thanks : )",1,1
25/08/2020 14:50,25/08/2020 14:53,0,67.189.49.225,100,196,1,25/08/2020 14:53,R_bBNUrIYHbGKexz3,,,,,45.48049927,-122.6362991,anonymous,EN,,,Ava,,,,,,,,,,,1,2,2,someone had informed Bob about the harmfulness of the new fertilizer,1,1,7,Alex had not used the harmful fertilizer,,,,,,,,,32,1,,2,1
25/08/2020 14:58,25/08/2020 14:58,0,171.61.251.251,100,14,1,25/08/2020 14:58,R_6CZ6gHRkmkRAxrP,,,,,13.08599854,80.27508545,anonymous,EN,like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/08/2020 14:58,25/08/2020 15:00,0,171.61.251.251,100,93,1,25/08/2020 15:00,R_20PvY5SXeGxky3I,,,,,13.08599854,80.27508545,anonymous,EN,,,,amelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/08/2020 15:00,25/08/2020 15:01,0,171.61.251.251,100,39,1,25/08/2020 15:01,R_1jZYb7nNOe7akzW,,,,,13.08599854,80.27508545,anonymous,EN,,benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/08/2020 15:01,25/08/2020 15:04,0,171.61.251.251,100,198,1,25/08/2020 15:04,R_3FQEtlcW7cPdRC2,,,,,13.08599854,80.27508545,anonymous,EN,speaking to emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/08/2020 15:05,25/08/2020 15:06,0,171.61.251.251,100,35,1,25/08/2020 15:06,R_3Icmpt2SDSaRWfR,,,,,13.08599854,80.27508545,anonymous,EN,liam talking to emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/08/2020 15:03,25/08/2020 15:09,0,23.119.201.59,100,335,1,25/08/2020 15:09,R_DU09jkY3qqbFYKR,,,,,32.90739441,-97.42569733,anonymous,EN,Emma,,,,,,,,,,,,,1,2,1,"Bob had knowledge the fertilizer harmed the China Rose plant, Bob would have chosen another more appropriate fertilizer to use on the China Rose and",1,1,7,"Alex would not have used the Splendor fertilizer, knowing that it would harm the delicate rose plant then",,,,,,,,,39,2,"all good, thank you",2,1
25/08/2020 15:06,25/08/2020 15:09,0,171.61.251.251,100,203,1,25/08/2020 15:09,R_1CfMNwGovrX8Z2A,,,,,13.08599854,80.27508545,anonymous,EN,,,,,Evelyn says to james,,,,,,,,,,,,,,,,,1,1,6,the customer would not have had an allergic reaction from the cake,1,1,5,the customer would not have had an allergic reaction from the cake. ,35,2,2509,3,2
