StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q37,Q38,Q39,Q40,Q41,H_Check_fact_1,H_Check_mail_1,H_Check_read_1,H_Check_know_1,H_C_1_1,H_CF_1,H_K_1_1,H_B_1_1,H_Check_fact_2,H_Check_mail_2,H_Check_read_2,H_Check_know_2,H_C_2_1,H_CF_2,H_K_2_1,H_B_2_1,H_look_A1_1_1,H_look_A2_1_1,H_outcome_A1_1,H_outcome_A2_4,H_look_A2_2_1,H_look_A1_2_1,H_outcome_A2_1,H_outcome_A1_4,G_Check_fact_1,G_Check_mail_1,G_Check_read_1,G_Check_know_1,G_C_1_1,G_CF_1,G_K_1_1,G_B_1_1,G_Check_fact_2,G_Check_mail_2,G_Check_read_2,G_Check_know_2,G_C_2_1,G_CF_2,G_K_2_1,G_B_2_1,G_look_A1_1_1,G_look_A2_1_1,G_outcome_A1_1,G_outcome_A2_4,G_look_A2_2_1,G_look_A1_2_1,G_outcome_A2_1,G_outcome_A1_4,B_Check_fact_1,B_Check_mail_1,B_Check_read_1,B_Check_know_1,B_C_1_1,B_CF_1,B_K_1_1,B_B_1_1,B_Check_fact_2,B_Check_mail_2,B_Check_read_2,B_Check_know_2,B_C_2_1,B_CF_2,B_K_2_1,B_B_2_1,B_look_A1_1_1,B_look_A2_1_1,B_outcome_A1_1,B_outcome_A2_4,B_look_A2_2_1,B_look_A1_2_1,B_outcome_A2_1,B_outcome_A1_4,Age,Gender,Q390,SC0,condition,order
25/01/2021 16:11,25/01/2021 16:16,0,199.168.76.175,100,268,1,25/01/2021 16:16,R_1OGYJYh3MfLfI4k,,,,,39.95640564,-85.96510315,anonymous,EN,Emma,,,,,1,1,1,2,2,If the pharmacy did not forget to add the paragraph,2,2,1,1,2,2,4,The doctor had done more research on the drug he was giving out,5,5,67,38,58,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1,,0,1,1
25/01/2021 16:08,25/01/2021 16:16,0,50.231.89.169,100,444,1,25/01/2021 16:16,R_e3RA0rj6y1fU4o1,,,,,33.89830017,-84.58930206,anonymous,EN,,,,,"It's a beautiful day, isn't it?",,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,6,Alex didn't used Splendor Fertilizer,6,4,1,1,1,1,5,Bob didn't buy Nutrit Fertilizer ,6,5,,,,,75,53,70,46,,,,,,,,,,,,,,,,,,,,,,,,,35,1,No issues,0,2,2
25/01/2021 15:52,25/01/2021 16:16,0,45.52.45.214,100,1437,1,25/01/2021 16:16,R_3RekQa7cfEDgMYd,,,,,43.63760376,-94.4509964,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,the email had contained the correct information,1,1,1,1,2,2,3,the email contained the correct information and Anne had read it,2,3,98,42,6,76,,,,,32,1,,82,3,1
25/01/2021 16:15,25/01/2021 16:17,0,8.18.121.71,100,108,1,25/01/2021 16:17,R_x5VOX8evIX9VUaZ,,,,,37.75100708,-97.8219986,anonymous,EN,case sensitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
25/01/2021 16:10,25/01/2021 16:17,0,66.66.148.164,100,391,1,25/01/2021 16:17,R_10Huw4KqNav7KoV,,,,,43.22070313,-77.59919739,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,5,If you're going to bake for someone with a nut allergy you should do more thorough research into the ingredients. If Sandra did better research instead of just reading an e-mail without information in it then the customer would not have suffered an allergic reaction.,5,5,1,1,2,2,7,If Anne had looked into the ingredients of the flour then she would have known that it had hazelnuts in it and the customer would not have suffered an allergic reaction.,7,7,,,,,20,100,51,12,37,1,Didn't notice any errors. Good luck.,0,3,2
25/01/2021 16:13,25/01/2021 16:17,0,24.101.43.42,100,240,1,25/01/2021 16:17,R_3NUQqNz1YHb91Or,,,,,41.09959412,-80.75229645,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,"If the email had included that the fertilizer was harmful to Bourbon roses, the Bourbon roses would not have died. ",1,1,1,1,2,2,1,"If the email would have included the harmful side affects to the China roses, the China roses would not have died. ",1,1,100,9,0,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,2,N/A,0,2,1
25/01/2021 16:16,25/01/2021 16:19,0,73.214.223.46,100,162,1,25/01/2021 16:19,R_27U3jM4RuP0swfb,,,,,40.59080505,-80.31549835,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,4,Harvest email would have contained the information on the traces of hazlenuts,4,4,1,1,2,2,4,Should have included in a phone call the side effects.,5,4,,,,,60,51,48,55,28,1,,0,3,2
25/01/2021 16:17,25/01/2021 16:20,0,74.75.42.26,100,175,1,25/01/2021 16:20,R_0IDX0zBKWsjHMbL,,,,,44.82269287,-68.80010223,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,the manager had properly relayed the relevant information,1,1,1,1,2,2,4,"the head of the store had used a more reliable means of communication,",3,3,,,,,51,100,24,0,33,2,,0,3,2
25/01/2021 16:16,25/01/2021 16:21,0,166.182.87.124,100,357,1,25/01/2021 16:22,R_2UhAWzxr7x7Ln2l,,,,,41.60150146,-93.61270142,anonymous,EN,,,,,James,1,1,1,2,1,The patient was prescribed heparin,3,1,1,1,2,2,6,Dr Smith would have prescribed the other blood thinner,6,5,,,,,55,100,100,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2,,0,1,2
25/01/2021 16:17,25/01/2021 16:22,0,173.198.160.217,100,313,1,25/01/2021 16:22,R_3ssqHqJkGaNhnt5,,,,,43.96009827,-111.6975021,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,"the email would have contained the missing warning paragraph,",1,1,1,1,2,2,1,"the paragraph on harmful effects had been in the email, and Bob would have read that email",1,1,95,44,0,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2,,0,2,1
25/01/2021 16:18,25/01/2021 16:22,0,8.44.142.222,100,251,1,25/01/2021 16:22,R_2Yfx6moOaK9gTN0,,,,,37.75100708,-97.8219986,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,6,Splendor harms bourbon roses,4,6,1,2,1,1,5,Bob could have known that Nutrit harms China roses,5,4,57,83,60,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,1,,0,2,1
25/01/2021 16:17,25/01/2021 16:31,0,174.27.1.155,100,858,1,25/01/2021 16:31,R_4T6SpaJbUXb9ZoB,,,,,43.63389587,-116.2942047,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,If the manager of the Botanical Garden had instructed the staff in his letter not to use the fertilizer on Bourbon Roses but had researched and found an alternative for that particular plant it would not have died. ,1,1,1,1,2,2,1,"If the manager had let the staff know not to use the ""Nutrit"" on the China Roses and as in the other scenario- provided an alternative after doing some research then the roses would not have died. ",1,1,100,50,0,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,2,None,0,2,1
25/01/2021 16:24,25/01/2021 16:32,0,217.138.208.148,100,465,1,25/01/2021 16:32,R_2P2becT4RYkkm1V,,,,,40.71569824,-74,anonymous,EN,,,,Noah,,2,1,4,1,5," 
. 

 

The hospital has recently started to order an additional blood-thinning drug.
 
",5,6,1,2,1,2,5,he has not allow himself or herself to involve in such he won't say to ,5,4,,,,,72,80,87,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,1,it is an interesting survey,0,1,2
25/01/2021 16:30,25/01/2021 16:33,0,146.115.152.252,100,187,1,25/01/2021 16:33,R_2QlllGWtyR76Ols,,,,,42.30259705,-71.43060303,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,3,the bakery manager had mentioned in her email that the new flour contained traces of walnuts,2,2,1,1,2,2,3,the bakery manager had mentioned in the email that the new flour contains traces of hazelnuts and Anne had read the email,2,2,88,43,18,59,,,,,35,2,,77,3,1
25/01/2021 16:30,25/01/2021 16:38,0,23.119.201.59,100,520,1,25/01/2021 16:38,R_3QJI1QKma4lWTRm,,,,,32.90739441,-97.42569733,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,7,"If Sandra had not taken the email for granted and assumed it would contain all pertinent information and she further researched the new flour, the customer would not have suffered an allergic reaction.",5,1,1,1,2,2,7,"If Anne would have taken the time to research the new flour being used since this was a special request, the customer would not have suffered an allergic reaction.",7,7,,,,,7,100,100,100,39,2,"all good, thank you",0,3,2
25/01/2021 16:34,25/01/2021 16:39,0,108.234.235.187,100,298,1,25/01/2021 16:39,R_XYu6sZR47UVnt1D,,,,,29.6914978,-95.04740143,anonymous,EN,,,,,James,1,1,1,2,7,someone would have told dr. jones about the side effects of afibo,5,7,1,1,2,2,7,someone would have told dr. smith about the side effects of corus,5,7,,,,,69,61,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2,none,0,1,2
25/01/2021 16:33,25/01/2021 16:48,0,68.48.1.3,100,900,1,25/01/2021 16:48,R_2CCXOaCyaRsEbFE,,,,,42.73669434,-84.47579956,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,4,The email had said something about them,4,4,1,1,2,2,4,Bob had read his email and the information was in the email,2,4,91,30,25,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,1,,0,2,1
25/01/2021 16:47,25/01/2021 16:50,0,107.134.81.242,100,187,1,25/01/2021 16:50,R_3QXxAEOGQlwF4TE,,,,,41.56790161,-87.53800201,anonymous,EN,,,,,James,1,1,1,2,2,The email contained the information,3,2,1,2,2,2,6,The doctor read the email,7,6,,,,,29,86,79,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,,0,1,2
25/01/2021 16:47,25/01/2021 16:52,0,73.207.89.118,100,317,1,25/01/2021 16:52,R_1f10jQF0FZNZMXz,,,,,33.87800598,-83.89230347,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,5,If the email would have contained the correct information the Bourbon roses would not have died. ,2,1,1,1,2,2,5,If the manager would have made it known to the staff about the new fertilzer the china roses would not have died. ,2,2,,,,,0,100,89,3,,,,,,,,,,,,,,,,,,,,,,,,,28,1,,0,2,2
25/01/2021 16:43,25/01/2021 16:52,0,108.234.235.187,100,534,1,25/01/2021 16:52,R_1H76iD1olEtY63c,,,,,29.6914978,-95.04740143,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,7,someone had told alex that splendor hurts the bourbon rose,4,3,1,1,2,2,7,someone would have told bob about the side effects of the new fertilizer,3,3,100,49,50,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2,,0,2,1
25/01/2021 16:48,25/01/2021 16:52,0,67.11.249.176,100,272,1,25/01/2021 16:52,R_2wizH8JvepaxIul,,,,,29.46139526,-98.74680328,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,Sandra knew about the flour having walnuts,7,1,1,1,2,2,1,Anne knew that the floor had nuts in it,7,1,0,49,100,98,,,,,36,1,,198,3,1
25/01/2021 16:50,25/01/2021 16:54,0,69.151.220.81,100,273,1,25/01/2021 16:54,R_RpZSJrJXTdXuDLj,,,,,35.46429443,-82.53359985,anonymous,EN,,,,Noah,,1,2,1,2,1,the information about the drug causing leg cramps was included in the email,1,1,1,1,2,2,5,"The information about the new drug causing leg cramps was included in the email, and Dr. Smith read it",1,4,,,,,37,94,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,,0,1,2
25/01/2021 16:53,25/01/2021 16:57,0,68.224.156.104,100,241,1,25/01/2021 16:57,R_ABd9yCpfSrAA22J,,,,,36.16819763,-115.2165985,anonymous,EN,,,,Noah,,1,1,1,2,3,The e-mail would of listed the side effects.,2,2,1,1,2,2,6,Dr. Smith would of read the e-mail,5,6,,,,,37,49,36,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,,0,1,2
25/01/2021 16:53,25/01/2021 16:58,0,174.48.149.245,100,284,1,25/01/2021 16:58,R_2BqwUSiZArSi8jG,,,,,26.01679993,-80.15370178,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,5,"If Sandra asked the bakery managed whether the new flour contained walnuts or any other allergens, she could have not used the flour, and the customer would not have suffered an allergic reaction.",5,5,1,1,2,2,5,"If Anne investigated whether Homestead contained hazlenuts, she could have not used the flour, and the customer would not have suffered an allergic reaction.",5,5,,,,,15,79,76,51,28,1,,0,3,2
25/01/2021 16:51,25/01/2021 17:01,0,174.204.73.103,100,588,1,25/01/2021 17:01,R_3ozGZe9AE6f09IX,,,,,47.83529663,-122.2839966,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,5,"If the email contained the correct information, the Bourbon roses would not have died because Alex would have been aware of the problem and not given them the fertilizer.",2,1,1,1,2,2,5,"If someone would have told Bob verbally that the Nutrit harms China roses, they would not have died because he wouldn't have used it.",1,1,100,20,0,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,2,no issues,0,2,1
25/01/2021 16:53,25/01/2021 17:01,0,67.218.213.74,100,466,1,25/01/2021 17:01,R_27OTRqBWzJBqW8y,,,,,35.85969543,-82.71050262,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,"If the garden manager had made sure to include the negative effects of the new fertilizer Splendor in his email, the Bourbon roses would not have died.",1,1,1,1,2,2,3,"If the garden manager and Bob the gardener had paid more attention to their jobs, the China roses would not have died.",1,2,100,14,0,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,2,No issues,0,2,1
25/01/2021 16:58,25/01/2021 17:01,0,67.247.68.1,100,200,1,25/01/2021 17:01,R_3fTRQmgZJ6SjB9x,,,,,43.06419373,-74.33399963,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,5,"Alex did not fertilize the Bourbon roses with the fertilizer ""Splendor"", the Bourbon roses would not have died.",5,3,1,1,2,2,5,"If Bob did not fertilize the China roses with the fertilizer “Nutrit”, the China roses would not have died.",5,3,,,,,39,66,65,39,,,,,,,,,,,,,,,,,,,,,,,,,27,1,,0,2,2
25/01/2021 16:59,25/01/2021 17:03,0,74.72.156.172,100,256,1,25/01/2021 17:03,R_vpG9jbnkhmwXVER,,,,,40.72790527,-73.99659729,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,5,"The baker who wrote the original email should have included that the new flour contained traces of walnuts, also Sandra could have further looked into the ingredients of the flour.",4,5,1,1,2,2,5,If Anne would have further looked into the ingredients of the new flour so she would see that it contains traces of hazelnut. ,3,5,,,,,46,81,73,19,26,1,None to add,0,3,2
25/01/2021 16:49,25/01/2021 17:04,0,98.192.175.107,100,866,1,25/01/2021 17:04,R_p0HGuSbXG8IZPZ7,,,,,38.47990417,-121.4450989,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,5,we would like you to write down what could have gone differently so that,6,7,1,1,2,2,5,"In the following text box, we would like you to write down what could have gone differently so that the customer would not have suffered an allergic reaction.
 ",6,5,82,71,78,90,,,,,44,1,No,168,3,1
25/01/2021 16:58,25/01/2021 17:06,0,172.220.244.5,100,488,1,25/01/2021 17:06,R_1Kpc1UkuQ6Nr3w4,,,,,35.58309937,-78.7881012,anonymous,EN,,Benjamin,,,,1,1,1,2,7,the pharmacy manager had included the information about the side effects in the email,7,1,1,1,2,2,7,the side effect information was included in the email and Dr. Smith read the email,7,2,100,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2,,0,1,1
25/01/2021 17:05,25/01/2021 17:12,0,184.16.215.175,100,378,1,25/01/2021 17:12,R_BLpWuwWJ8AzzPY5,,,,,41.14680481,-85.20670319,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,essential information about the new fertilizer's deadly effect on Bourbon roses had not been omitted from the email,1,1,1,1,2,2,4,the information that the new fertilizer killed China roses was not omitted from the email that Bob admittedly did not read,5,4,,,,,51,100,59,0,,,,,,,,,,,,,,,,,,,,,,,,,41,2,,0,2,2
25/01/2021 17:04,25/01/2021 17:13,0,172.58.97.38,100,527,1,25/01/2021 17:13,R_2rBlfexbLqzC5b5,,,,,30.29719543,-97.63909912,anonymous,EN,,,Ava,,,1,1,1,2,2,The information about the side effects was included in the e-mail ,1,2,1,1,2,2,2,the information about the side effects was included and the doctor read the e-mail,1,1,78,30,8,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1,none,0,1,1
25/01/2021 17:16,25/01/2021 17:18,0,98.220.230.70,100,99,1,25/01/2021 17:18,R_3OoDy7JHpKGWkAS,,,,,42.04870605,-87.89050293,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,7,Sandra had done more research,1,7,1,1,2,2,7,Anne had done more research,1,7,100,0,100,100,,,,,25,1,,200,3,1
25/01/2021 17:03,25/01/2021 17:23,0,64.120.2.184,100,1181,1,25/01/2021 17:23,R_cFOFQ8e30xp807f,,,,,47.60319519,-122.3412018,anonymous,EN,,,Ava,,,2,1,1,1,5,"The pharmacy manager has sent an e-mail with information about the new blood-thinning drug 
 Alioto all doctors in the hospital.",5,5,1,2,1,2,5,The patient to be leg crams to a suffered.,5,5,,,,,79,60,75,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,No comments,0,1,2
25/01/2021 17:18,25/01/2021 17:24,0,98.220.230.70,100,342,1,25/01/2021 17:24,R_V2nM2KbCNSYqLdv,,,,,42.04870605,-87.89050293,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,7,Alex had done more research,1,7,1,1,2,2,7,Bob had done more research,1,7,,,,,0,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,25,1,,0,2,2
25/01/2021 17:20,25/01/2021 17:25,0,75.133.29.59,100,283,1,25/01/2021 17:25,R_3EBjBqy1AQUjXeN,,,,,44.44549561,-83.35810089,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,If the company had told Sandra that the product had traces of walnuts she would have known not to use it and the customer wouldn't have had a reaction. ,1,1,1,1,2,2,1,If the company had stated that the product contained traces of hazelnuts and Anne read the email she would have known not to use this product. ,2,2,100,5,2,75,,,,,30,2,no errors,77,3,1
25/01/2021 17:17,25/01/2021 17:26,0,76.223.233.224,100,558,1,25/01/2021 17:26,R_1gNrzVctP3DcFwS,,,,,30.75439453,-88.26599884,anonymous,EN,,,Ava,,,1,1,1,2,4,The doctor could have not given them the medicine or gave them a different type.,4,3,1,2,2,2,5,Dr. Smith did not give the patient corus,2,5,,,,,24,78,81,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,,0,1,2
25/01/2021 17:23,25/01/2021 17:30,0,75.183.81.45,100,441,1,25/01/2021 17:30,R_UABo4JbZAMZh2nf,,,,,35.83320618,-78.84729767,anonymous,EN,Emma,,,,,1,1,1,2,1,the pharmacy had disclosed information about the leg cramps in the email the doctor read,7,1,1,1,2,2,2,the pharmacy had disclosed the sideffect about the leg cramps and if the doctor had read the email,4,2,,,,,0,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2,,0,1,2
25/01/2021 17:28,25/01/2021 17:32,0,73.198.13.141,100,254,1,25/01/2021 17:32,R_3qkimCb3GjGcIEg,,,,,39.37730408,-74.61229706,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,3,the bakery manager informed Sandra properly,3,3,1,1,2,2,3,The bakery manager informed Anne,3,4,,,,,34,77,75,37,28,1,,0,3,2
25/01/2021 17:24,25/01/2021 17:36,0,108.200.221.90,100,699,1,25/01/2021 17:36,R_33DBTjK8oPBoIK1,,,,,28.20620728,-80.68740082,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,the garden manager had sent a more informative email,2,2,1,1,2,2,5,the garden manager had called or texted Bob to ensure that Bob knew the risks of the new fertilizer.,5,5,,,,,15,87,91,6,,,,,,,,,,,,,,,,,,,,,,,,,48,1,,0,2,2
25/01/2021 17:34,25/01/2021 17:38,0,45.36.143.166,100,232,1,25/01/2021 17:38,R_OuGsIC7ArnSp2c9,,,,,36.14300537,-80.30729675,anonymous,EN,Emma,,,,,1,1,1,2,5,pharmacist had included the paragraph about leg cramps,4,3,1,1,2,2,6,had done research about Corus before administering,5,6,100,26,30,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,1,,0,1,1
25/01/2021 16:48,25/01/2021 17:42,0,66.31.48.108,100,3228,1,25/01/2021 17:42,R_1gkErNx3lAxcqrz,,,,,42.42799377,-71.0617981,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,the email contained the ingredients,2,1,1,1,2,2,1,Anne read the email and more information was disclosed,3,2,,,,,18,79,50,30,29,2,,0,3,2
25/01/2021 17:39,25/01/2021 17:45,0,73.46.79.2,100,317,1,25/01/2021 17:45,R_2s4hovwrlDI6KsC,,,,,26.00700378,-80.12190247,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,6,he calls the garden manager,1,2,1,2,2,2,6,he read the e-mail,7,7,,,,,5,99,4,96,,,,,,,,,,,,,,,,,,,,,,,,,26,1,,0,2,2
25/01/2021 17:36,25/01/2021 17:45,0,24.252.82.248,100,526,1,25/01/2021 17:45,R_3g2fEaZwg9jMJ57,,,,,29.93170166,-90.1026001,anonymous,EN,,,,Noah,,1,1,1,2,1,the pharmaceutical company had included information about the side effects of the drug in their email,1,1,1,1,2,2,4,the pharmaceutical company has mentioned the side effects in their email and Dr. Smith had read the email,1,3,,,,,0,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,1,"None, thanks!",0,1,2
25/01/2021 16:55,25/01/2021 17:47,0,107.13.11.206,100,3068,1,25/01/2021 17:47,R_xyCm3rE39DkhfQ5,,,,,35.29260254,-78.02729797,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,the email contained the info then,2,1,1,1,1,2,1,the had the right info,1,1,43,53,67,58,,,,,60,2,,125,3,1
25/01/2021 17:42,25/01/2021 17:48,0,67.173.101.65,100,378,1,25/01/2021 17:48,R_vYplLAqHMIiuLiF,,,,,40.10470581,-88.20619965,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,it would have been made known in the email that the New flour contained traces of walnuts,1,1,1,1,2,2,1,the email would have stated the new flour had traces of hazelnuts and Anne would have read the email,1,1,100,0,0,100,,,,,66,1,none,100,3,1
25/01/2021 17:37,25/01/2021 17:48,0,23.132.80.64,100,702,1,25/01/2021 17:48,R_2YRF6LwJjOUfhJd,,,,,43.95469666,-86.28009796,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,1,"If the manager had stated that splendor kills the Bourbon Rose, the Bourbon Rose would not have died.",1,1,1,1,2,2,1,If the manager included in his email that the China rose will die from Nutrit and also if Bob read the email than the China roses would not have died,1,1,100,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,2,thank you,0,2,1
25/01/2021 17:42,25/01/2021 17:49,0,146.168.162.56,100,392,1,25/01/2021 17:49,R_3lWfSCgN62HUEGC,,,,,38.17919922,-76.99590302,anonymous,EN,,,,Noah,,1,1,1,2,1,"If the email that was sent out had the information about the possible side effects, the patient would not have suffered leg cramps.",1,1,1,1,2,2,2,"If the email supplied the information about the side effects, and Dr. Smith read the email. The patient would not have suffered leg cramps.",1,2,100,14,6,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1,,0,1,1
25/01/2021 17:46,25/01/2021 17:49,0,24.99.202.87,100,139,1,25/01/2021 17:49,R_22XsL9hJQwfLZJi,,,,,34.04139709,-84.50530243,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,5,the email contained the needed information about the walnuts,3,2,1,1,2,2,7,Anne would have read the email,7,7,,,,,13,81,90,55,34,1,na,0,3,2
25/01/2021 16:59,25/01/2021 17:53,0,72.201.122.93,100,3230,1,25/01/2021 17:53,R_2wdGBYTFvqih6A1,,,,,33.5644989,-111.8900986,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,the bakery manager had not switched flour brands ,1,1,1,1,2,2,1,the bakery manager had not switched flour brands,1,1,100,13,0,100,,,,,57,1,,100,3,1
25/01/2021 17:52,25/01/2021 17:57,0,97.103.30.50,100,294,1,25/01/2021 17:57,R_3oZ0cd18K7jfJ61,,,,,28.91070557,-81.1957016,anonymous,EN,,,,,James,1,1,1,2,3,The pharmacy manager had included information about the side effects in the email to Dr. Jones,2,2,1,1,2,2,3,the pharmacy manager had included information about the leg cramps and the doctor had read the email,2,3,100,24,5,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,1,,0,1,1
25/01/2021 17:53,25/01/2021 17:58,0,73.209.168.89,100,256,1,25/01/2021 17:58,R_2f1fpWrXWpWF9bV,,,,,41.95440674,-87.87249756,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,3,the garden manager had more carefully written their email to make sure that it contains all the necessary information about the new fertilizer's effects,2,2,1,1,2,2,5,the garden manager had double-checked their email to make sure that they were sharing the correct information or posted some other kind of note to the garden staff to make sure everyone saw it in multiple places,3,3,,,,,22,88,66,18,,,,,,,,,,,,,,,,,,,,,,,,,30,2,,0,2,2
