StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q37,Q38,Q39,Q40,Q41,H_Check_fact_1,H_Check_mail_1,H_Check_read_1,H_Check_know_1,H_C_1_1,H_CF_1,H_K_1_1,H_B_1_1,H_Check_fact_2,H_Check_mail_2,H_Check_read_2,H_Check_know_2,H_C_2_1,H_CF_2,H_K_2_1,H_B_2_1,G_Check_fact_1,G_Check_mail_1,G_Check_read_1,G_Check_know_1,G_C_1_1,G_CF_1,G_K_1_1,G_B_1_1,G_Check_fact_2,G_Check_mail_2,G_Check_read_2,G_Check_know_2,G_C_2_1,G_CF_2,G_K_2_1,G_B_2_1,B_Check_fact_1,B_Check_mail_1,B_Check_read_1,B_Check_know_1,B_C_1_1,B_CF_1,B_K_1_1,B_B_1_1,B_Check_fact_2,B_Check_mail_2,B_Check_read_2,B_Check_know_2,B_C_2_1,B_CF_2,B_K_2_1,B_B_2_1,Age,Gender,Q390,condition,order
2020-09-10 22:52:46,2020-09-10 22:59:09,0,201.29.118.211,100,382,1,2020-09-10 22:59:09,R_2ZWFOgiL2mztVD2,,,,,-22.92010498046875,-43.3307037353515625,anonymous,EN,,,,,Jaimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,"If the manager were more attentive and tried other ways of communicating with his employees, the customer would not have suffered an allergic reaction.
",1,1,1,1,2,2,4,"If Ana were more attentive to her email box and the manager was more attentive when talking about the exchange of products due to the possibilities of adverse reactions given the ability of this new product to cause inconvenience to the customers of her collaborator
",6,3,22,1,,3,2
2020-09-10 21:28:14,2020-09-10 23:22:48,0,72.231.155.250,100,6873,1,2020-09-10 23:22:49,R_28YBtCtC7o3b29i,,,,,42.909698486328125,-76.79340362548828125,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,1,1,1,2,5,Alex checked his e-mail's spam folder,4,3,1,1,2,2,6,bob read the email from the garden manager,6,5,,,,,,,,,,,,,,,,,29,1,,2,2
2020-09-11 00:22:57,2020-09-11 00:27:28,0,12.185.249.141,100,270,1,2020-09-11 00:27:28,R_2meBn6VFQDRegYF,,,,,32.8983001708984375,-96.1260986328125,anonymous,EN,,,,Noah,,1,1,1,2,4,If Dr Jones had researched about the drug rather than just relying on an email then the doctor would know about the cramps.,5,5,1,1,1,2,5,"If she researched the drug herself, she would have known about the leg cramps",5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,,1,1
2020-09-11 00:16:20,2020-09-11 00:45:23,0,72.189.104.88,100,1742,1,2020-09-11 00:45:23,R_O28CcYoXZcUXh9n,,,,,28.4882965087890625,-81.406097412109375,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,1,1,1,2,4,the email had not been marked as spam,7,3,1,1,2,2,7,Bob had read the email when he saw it,7,6,,,,,,,,,,,,,,,,,31,1,,2,2
2020-09-10 19:28:28,2020-09-10 19:31:19,0,106.211.227.80,51,170,0,2020-09-11 13:46:51,R_1jVUrcpk4sjtyR5,,,,,,,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
2020-09-10 19:20:32,2020-09-10 19:24:26,0,108.193.234.137,99,234,0,2020-09-11 13:47:14,R_2SHrj4s1ETCooKJ,,,,,,,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,5,the manager could have informed all the bakers in person that the new flour contained walnuts,1,4,1,1,2,2,5,Anne could have read the email from the bakery manager,7,5,40,2,,3,1
2020-09-10 22:00:30,2020-09-10 22:38:06,0,179.159.20.204,5,2255,0,2020-09-11 13:47:15,R_3R1pQ87YNzLgKa1,,,,,,,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
2020-09-10 18:27:24,2020-09-10 18:33:41,0,134.76.0.125,36,376,0,2020-09-11 13:47:16,R_7aL7oaR1qyF9yVj,,,,,,,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
2020-09-10 18:57:43,2020-09-10 19:20:47,0,66.31.48.108,99,1384,0,2020-09-11 13:47:25,R_1OT5xMbf0ndV9EP,,,,,,,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,Alex didnt apply the Splendor fertilizer then,5,3,1,1,2,2,3,If Bob read the email sent by the manager then,5,4,,,,,,,,,,,,,,,,,29,2,,2,1
2020-09-10 18:36:16,2020-09-10 18:37:19,0,174.204.88.199,51,62,0,2020-09-11 13:47:38,R_1FXwuENxY3Shcu5,,,,,,,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
2020-09-10 19:22:05,2020-09-10 19:24:54,0,216.186.159.106,36,168,0,2020-09-11 13:47:39,R_D0nRjvW2WmFy4pj,,,,,,,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
2020-09-10 21:57:03,2020-09-10 21:59:47,0,173.198.160.217,9,164,0,2020-09-11 13:47:39,R_237DWvdJQC11rvy,,,,,,,anonymous,EN,,Benjamin,,,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
2020-09-15 17:59:31,2020-09-15 18:03:43,0,108.64.75.194,100,252,1,2020-09-15 18:03:44,R_s55mcFhFfEaDtdL,,,,,38.0662994384765625,-122.165496826171875,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,Alex got the email and read it,3,2,1,1,2,2,2,Bob knew that Nutrit harmed the roses,6,5,,,,,,,,,,,,,,,,,37,2,,2,2
2020-09-15 18:02:21,2020-09-15 18:04:53,0,70.126.253.97,100,151,1,2020-09-15 18:04:53,R_O8UwdlF2mcrHVSx,,,,,28.11309814453125,-81.6240997314453125,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,"sandra would of been informed properly ",4,3,1,1,2,2,6,anne would of checked her emails and actually read them,7,7,37,1,,3,1
2020-09-15 18:02:17,2020-09-15 18:05:18,0,68.8.163.160,100,180,1,2020-09-15 18:05:18,R_2WZN48aZdtxVCTi,,,,,32.7404937744140625,-117.09349822998046875,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,4,The email had been sent and read properly.,1,4,1,1,2,2,7,Anne had read the email,1,7,38,1,,3,1
2020-09-15 18:01:08,2020-09-15 18:05:27,0,204.134.225.10,100,259,1,2020-09-15 18:05:28,R_1fkOQksVU7QzQnp,,,,,42.558197021484375,-114.4658966064453125,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,1,1,1,2,5,"Alex had done a little research, he probably would not have used Splendor, and",6,3,1,1,2,2,7,Bob would have read his email,7,7,,,,,,,,,,,,,,,,,42,1,,2,1
2020-09-15 17:59:52,2020-09-15 18:05:36,0,23.119.201.59,100,343,1,2020-09-15 18:05:36,R_2yjEMhUHpvY7rkQ,,,,,32.9073944091796875,-97.42569732666015625,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,If Sandra had gotten the information from the baker that they changed flour and the new flour contains traces of walnuts the customer would not have suffered an allergic reaction.,1,1,1,1,2,2,7,"If Anne would have read her email, like she is supposed to do she would have known the new flour contained traces of hazelnut and the customer would not have suffered an allergic reaction.",1,7,39,2,all good,3,1
2020-09-15 17:59:30,2020-09-15 18:05:38,0,67.7.21.176,100,367,1,2020-09-15 18:05:38,R_3PB3A4ZlbgEyJ80,,,,,32.326202392578125,-95.7642974853515625,anonymous,EN,,,,,James,1,1,1,2,1,"the IT department had effectively checked for bug in the new software,",4,4,1,1,2,2,6,Dr. Smith had read the email about Corus,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,1,,1,1
2020-09-15 17:59:33,2020-09-15 18:06:34,0,71.234.233.198,100,420,1,2020-09-15 18:06:34,R_vDeJLsnyV97N4KR,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,,Benjamin,,,,1,1,1,2,1,Dr Jones would have looked in her spam folder,4,4,1,1,2,2,1,"Dr Smith would have read the message ",7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,,1,2
2020-09-15 17:59:34,2020-09-15 18:06:38,0,75.136.158.24,100,424,1,2020-09-15 18:06:39,R_3O85IZ1AJqoNbKc,,,,,34.5251007080078125,-82.63069915771484375,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,7,"if they had sent out multiple emails or messages elsewhere to notify people, or had them run a news story on it, or put out an fda emergency alert, the customer would not have suffered an allergic reaction",3,1,1,1,2,2,1,"she had just read the email or they had marked the subject line ""emergency, please read"", ",6,7,27,1,,3,1
2020-09-15 18:00:14,2020-09-15 18:07:00,0,104.36.120.32,100,406,1,2020-09-15 18:07:00,R_e3by16YGhHOKwXn,,,,,30.953094482421875,-97.21880340576171875,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,7,the email server did not have a bug,1,1,1,1,2,2,7,Anne had read the email,7,7,55,1,"There were no issues. ",3,2
2020-09-15 18:03:08,2020-09-15 18:07:04,0,107.11.182.13,100,235,1,2020-09-15 18:07:04,R_Opb1YMuJk5zoNKV,,,,,40.2738037109375,-81.86620330810546875,anonymous,EN,,,,Noah,,1,1,1,2,7,Dr. Jones would have taken the initiative to learn about side effects of Afibo,7,7,1,1,2,2,7,would have read the important email,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,2,,1,1
2020-09-15 18:00:55,2020-09-15 18:08:13,0,73.128.181.242,100,437,1,2020-09-15 18:08:13,R_2tDo3mDcUmpDBwd,,,,,39.071502685546875,-76.69629669189453125,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,the bakery manager had made sure that all the employees knew that the bakery changed flour and the new flour had traces of nuts,4,2,1,1,2,2,2,"the bakery manager had made sure that everyone working in the bakery knew the new flour contained nuts rather than just assume everyone got, read, and comprehended an email ",6,2,47,2,,3,2
2020-09-15 18:00:16,2020-09-15 18:08:13,0,76.210.185.217,100,476,1,2020-09-15 18:08:13,R_3hFUgRmaN7wS77N,,,,,30.5088958740234375,-97.67960357666015625,anonymous,EN,,,,,James,1,1,1,2,3,"If Dr. Jones email had not been upgraded and she received and read the email from the pharmacy manager, the patient would not have suffered leg cramps.",5,4,1,1,2,2,4,"If Dr. Smith had not prescribed Corus the patient would not have suffered leg cramps. ",7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,2,,1,2
2020-09-15 17:59:35,2020-09-15 18:08:24,0,174.55.92.98,100,529,1,2020-09-15 18:08:24,R_3oXg8tQXCZKVGkG,,,,,40.3061981201171875,-76.88410186767578125,anonymous,EN,,,,Noah,,1,1,1,2,2,"If Dr. Jones had received and read the email about Afibo causing mild leg cramps in patients who are AB-positive blood types, she would not have prescribed Afibo to this person, and...",2,2,1,1,2,2,4,"If Dr. Smith had read the email informing her that Corus causes mild leg cramps in blood type B-negative patients, she would not have prescribed Corus to this person, and...",5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,1,No issues.  Survey asked thoughtful questions. Thanks.,1,1
2020-09-15 18:02:09,2020-09-15 18:08:28,0,107.185.127.204,100,378,1,2020-09-15 18:08:28,R_5mPH9WyAUG56CsN,,,,,33.967498779296875,-118.14640045166015625,anonymous,EN,,Benjamin,,,,1,1,1,2,4,dr jones did not administer the drug,6,6,1,1,2,2,4,did not take the blood thinner,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1,,1,2
2020-09-15 18:02:55,2020-09-15 18:08:29,0,75.70.44.41,100,334,1,2020-09-15 18:08:29,R_aa7dKDdcV7n5xGp,,,,,39.8661956787109375,-104.97550201416015625,anonymous,EN,,,,Noah,,1,1,1,2,5,the email provider had detected the software bug so that the doctor would see the email,6,3,1,1,2,2,6,D. Smith had read the email,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,1,none,1,1
2020-09-15 18:05:52,2020-09-15 18:08:46,0,50.106.217.68,100,173,1,2020-09-15 18:08:46,R_1gUSJ6t6mPFHVCC,,,,,40.47979736328125,-88.9922027587890625,anonymous,EN,,Benjamin,,,,1,1,1,2,7,"Dr Smith had read the email, if the email system hadn't have been upgraded, if the email hadn't have been marked as spam",4,6,1,1,2,2,7,Dr Smith had read the email; Dr Smith had prescribed the more expensive medication,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2,,1,2
2020-09-15 18:03:41,2020-09-15 18:08:49,0,66.25.50.30,100,307,1,2020-09-15 18:08:49,R_3IS4SBlNbsmTwOD,,,,,32.8545074462890625,-96.59909820556640625,anonymous,EN,,,,,James,1,1,1,2,5,"If the email service that Dr. Jones uses would have worked properly, Dr. Jones would have seen the email that stated the drug caused leg cramps.",4,4,1,1,2,2,5,"Dr. Smith needed to read the email from the pharmacist so that they knew the side effects of the drug that they were administering. ",7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2,,1,2
2020-09-15 17:59:58,2020-09-15 18:09:22,0,47.31.79.199,100,564,1,2020-09-15 18:09:22,R_2Uf626Xw2Q1i2Jw,,,,,28.6519012451171875,77.23150634765625,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,5,a written communication was sent along with email,3,4,1,1,2,2,6,Anne had read the email,6,6,27,1,,3,2
2020-09-15 18:00:17,2020-09-15 18:09:36,0,107.158.15.11,100,558,1,2020-09-15 18:09:37,R_2rA5S4Ux3eTn7cE,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,1,1,1,2,2,Alex had known that the new fertilizer would harm the Bourbon roses,5,6,1,1,2,2,6,"Bob had read the information about it ",6,5,,,,,,,,,,,,,,,,,23,1,,2,1
2020-09-15 18:00:17,2020-09-15 18:09:39,0,103.58.116.178,100,562,1,2020-09-15 18:09:39,R_2X7IYPgL706IQci,,,,,11.6537933349609375,78.1553955078125,anonymous,EN,,,,,james,1,1,4,1,5,if afibo causes mild leg cramps,4,5,1,1,1,1,5,corus causes mild leg cramps,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2,na,1,1
2020-09-15 18:01:57,2020-09-15 18:10:29,0,108.219.50.180,100,511,1,2020-09-15 18:10:29,R_2aEqQfSS7wllEq8,,,,,39.015106201171875,-95.64019775390625,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,"the bakery manager had not only sent an e-mail about the new White Mill flour, but also posted a note/memo on the company bulletin board about the flour, ",1,1,1,1,2,2,6,"Anne had read her e-mail from the bakery manager she wouldn't have used the nut ladened flour and ",7,7,48,2,,3,1
2020-09-15 18:03:20,2020-09-15 18:11:07,0,63.227.42.93,100,466,1,2020-09-15 18:11:08,R_1KvXWM6GvzE9py3,,,,,39.7301025390625,-104.90779876708984375,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,1,1,1,2,6,Alex had been adequately informed about the toxic fertilizer,4,3,1,1,2,2,6,"Bob had read the email and realized that the fertilizer harmed the roses ",7,6,,,,,,,,,,,,,,,,,55,1,No issues.,2,2
2020-09-15 18:01:53,2020-09-15 18:12:26,0,74.222.111.252,100,632,1,2020-09-15 18:12:26,R_x9DsvxVADsVdak9,,,,,33.5933990478515625,-80.362701416015625,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,1,1,1,2,3,Alex hadn't upgraded his email,3,2,1,1,2,2,5,Bob had read the email that was sent to him,7,6,,,,,,,,,,,,,,,,,30,1,,2,2
2020-09-15 18:10:27,2020-09-15 18:13:17,0,141.158.51.217,100,169,1,2020-09-15 18:13:17,R_2TReogD5ZQ5bxSp,,,,,40.262603759765625,-75.6150970458984375,anonymous,EN,"'' It' s a beautiful day, isn't it?''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-15 18:06:40,2020-09-15 18:14:23,0,73.189.183.209,100,462,1,2020-09-15 18:14:23,R_WdOKX2COkVo6NHj,,,,,37.3177032470703125,-121.9380035400390625,anonymous,EN,,Benjamin,,,,1,1,1,2,1,Dr Jones would have received the email,7,2,1,1,2,2,6,Dr Smith would have been more diligent in reading their emails,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,1,,1,1
2020-09-15 18:08:03,2020-09-15 18:15:25,0,75.177.104.109,100,442,1,2020-09-15 18:15:26,R_1lzMlpx6VhF3QQX,,,,,36.5001983642578125,-80.616302490234375,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,7,Sandra had monitored her spam folder,5,6,1,1,2,2,7,anne had read the email,7,7,39,2,,3,1
2020-09-15 18:10:45,2020-09-15 18:15:37,0,67.188.236.151,100,291,1,2020-09-15 18:15:37,R_3HjiNTgNth3KsQK,,,,,37.393096923828125,-121.962005615234375,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,1,1,1,2,1,the email had reached alex,1,1,1,1,2,2,7,"bob had read the e-mails provided by his management ",7,7,,,,,,,,,,,,,,,,,31,2,,2,2
2020-09-15 18:09:01,2020-09-15 18:15:50,0,184.180.241.36,100,409,1,2020-09-15 18:15:50,R_vP1etEeY1WLqmRz,,,,,36.351898193359375,-94.21970367431640625,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,"If the email was not marked as spam and deleted, then Sandra would have been able to read the email and the customer would not have suffered an allergic reaction.",1,1,1,1,2,2,6,"If Anne had read the email from her manager, she would have known about the new flour and known that it contained hazelnuts. Thus, the customer would not have suffered an allergic reaction had she been more thorough.",7,7,34,2,No issues.,3,2
2020-09-15 18:10:32,2020-09-15 18:16:02,0,184.155.125.61,100,329,1,2020-09-15 18:16:02,R_WDMeE6PUcQLHpJf,,,,,43.5861968994140625,-116.5872955322265625,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,1,1,1,2,5,he had checked his spam folder or updated his settings,4,4,1,1,2,2,6,he had looked through his emails more carefully,6,7,,,,,,,,,,,,,,,,,22,2,,2,1
2020-09-15 18:13:02,2020-09-15 18:16:04,0,72.68.205.5,100,181,1,2020-09-15 18:16:05,R_1dFaW4B6eP9FLJo,,,,,40.709503173828125,-73.296600341796875,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,sandra did not upgrade her email,4,3,1,1,2,2,5,Anne had read the email saying the product contained traces of hazelnuts,3,5,31,2,it was interesting thanks so much,3,2
2020-09-15 18:07:37,2020-09-15 18:16:56,0,47.204.36.111,100,559,1,2020-09-15 18:16:57,R_2CgiTy4bc5EXmz2,,,,,28.0946044921875,-81.49900054931640625,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,"If the email from the garden manager did not go to spam and did not get deleted, Alex would have known of the issue and the Bourbon roses would not have died. ",4,1,1,1,2,2,4,"If Bob had just read the email the China roses would not have deid. ",7,7,,,,,,,,,,,,,,,,,52,1,none,2,1
2020-09-15 18:12:34,2020-09-15 18:16:58,0,64.234.38.62,100,264,1,2020-09-15 18:16:59,R_2bJjKfcI2VxS1IO,,,,,34.2239990234375,-82.16249847412109375,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,1,1,1,2,3,"If Bob has received the email, he could have read it and, ",1,1,1,1,2,2,5,"Bob had read the email containing the information that Nutrit harmed the China Rose, ",6,6,,,,,,,,,,,,,,,,,55,2,,2,2
2020-09-15 18:04:51,2020-09-15 18:17:18,0,98.113.81.118,100,747,1,2020-09-15 18:17:19,R_1DYhKGmrFS0sKwD,,,,,40.63720703125,-73.9037017822265625,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,3,"Sandra asked around more about the new brand, or even called the provider, she would have known.",4,4,1,1,2,2,7,"Anne wasn't irresponsible and read the mail, this could have been prevented.",7,7,26,1,,3,1
2020-09-15 18:13:35,2020-09-15 18:17:37,0,107.77.206.60,100,241,1,2020-09-15 18:17:37,R_2CjNH2JhP3mcfSA,,,,,41.8719024658203125,-87.65889739990234375,anonymous,EN,Emma,,,,,1,1,1,2,1,...the e-mail settings were not changed...,5,1,1,1,2,2,2,..the doctor had taken the time to read the e-mail...,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,1,"no issues, thank you.",1,1
2020-09-15 18:13:56,2020-09-15 18:17:42,0,100.14.142.186,100,226,1,2020-09-15 18:17:42,R_qwFuwe9HSZWXnsB,,,,,39.158905029296875,-75.587799072265625,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,6,Sandra had seen the email,1,1,1,1,2,2,6,Anne opened the email,7,7,30,1,,3,1
2020-09-15 18:12:37,2020-09-15 18:18:07,0,142.196.151.58,100,329,1,2020-09-15 18:18:07,R_0cbq28NBVl1vtrX,,,,,28.558807373046875,-81.3495025634765625,anonymous,EN,Emma,,,,,1,1,1,2,1,"If the upgraded email did not cause an error, sending the email to spam, the patient would not have suffered leg cramps.",1,1,1,1,2,2,7,If the doctor read the important email that cited the side effects the patient would have not suffered leg cramps.,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,1,No issues.,1,2
2020-09-15 17:59:52,2020-09-15 18:18:29,0,217.138.208.148,100,1116,1,2020-09-15 18:18:29,R_1LtwWJEGh7XFKPv,,,,,40.7156982421875,-74,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,5,it might be her reaction to the matter that really involved,3,5,2,2,2,1,3,it would be because of the character she depicted in the story,4,5,31,1,it is an interesting survey,3,2
2020-09-15 18:10:37,2020-09-15 18:18:29,0,96.40.112.52,100,472,1,2020-09-15 18:18:29,R_1ISMNp776u9hDct,,,,,33.7834930419921875,-118.13159942626953125,anonymous,EN,,,Ava,,,1,1,1,2,7,read more up about the treatment,5,6,1,2,1,1,5,ran more tests on the blood  thinner,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,1,,1,2
2020-09-15 18:16:34,2020-09-15 18:18:52,0,184.57.164.219,100,137,1,2020-09-15 18:18:52,R_3CJJULHAjqIzN6S,,,,,39.6822967529296875,-84.15940093994140625,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,the company was not cutting corners and using cheap flour,1,1,1,1,2,2,2,the business was not trying to be as cheap as possible,5,3,27,1,,3,2
2020-09-15 18:11:49,2020-09-15 18:18:59,0,73.124.103.214,100,430,1,2020-09-15 18:18:59,R_d44c0xZEkNuGoeZ,,,,,25.99200439453125,-80.27020263671875,anonymous,EN,,,Ava,,,1,1,1,2,2,the email was not automatically deleted,4,2,1,1,2,2,6,the doctor would have read the email,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,,1,2
2020-09-15 18:01:07,2020-09-15 18:19:47,0,199.114.218.101,100,1120,1,2020-09-15 18:19:47,R_xfQMhBvFIyUMy2J,,,,,40.1103973388671875,-83.11309814453125,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,the service provider never make a costly upgrade,1,1,1,1,2,2,6,not for Anne's ignorance,6,6,69,1,,3,2
2020-09-15 18:12:21,2020-09-15 18:19:47,0,67.253.21.12,100,445,1,2020-09-15 18:19:47,R_1LMQ4FKn0FSEXX9,,,,,44.0845947265625,-69.1887969970703125,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,1,1,1,2,4,"Alex had done more research and/or consulted his garden manager before using a different, less expensive product",4,4,1,1,2,2,7,"Bob had read his boss's email or, at the very least, had done more research on Nutrit and/or asked his garden manager before using it",7,7,,,,,,,,,,,,,,,,,57,2,,2,1
2020-09-15 18:14:30,2020-09-15 18:22:41,0,37.120.147.166,100,490,1,2020-09-15 18:22:41,R_zSizoQqVAw32By1,,,,,36.1685028076171875,-115.11640167236328125,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,4,GOOD THING,3,5,1,1,2,1,3,HELPING MIND,3,4,29,1,NO COMMENTS,3,2
2020-09-15 18:14:06,2020-09-15 18:24:56,0,73.1.141.162,100,649,1,2020-09-15 18:24:56,R_25uvyfP5fSWAS6o,,,,,26.5991058349609375,-80.1284027099609375,anonymous,EN,Emma,,,,,1,1,1,2,1,"If the doctor had known that Afibo causes mild leg cramps in AB positive patients, he would have given patient Heparin instead, and the patient would not have suffered leg cramps.",7,2,1,1,2,2,1,"If the doctor had read the email, she would have known about the side effect to B- patients, and would have given a different blood thinner.",7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,2,,1,1
2020-09-15 18:22:20,2020-09-15 18:27:39,0,75.133.32.65,100,319,1,2020-09-15 18:27:40,R_Xq4azbBLeFAvAfn,,,,,44.44549560546875,-83.35810089111328125,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,"If the email program had been working properly so that Bob could open the email about the fertilizer, the Bourbon roses would not have died.",2,1,1,1,2,2,6,"If Bob had read the email that he was sent, and acted accordingly, the China roses would not have died.",7,6,,,,,,,,,,,,,,,,,52,2,"In the first story about the China roses, you used the term Bourbon rose in the final question. ",2,2
2020-09-15 18:25:42,2020-09-15 18:29:32,0,66.220.108.159,100,229,1,2020-09-15 18:29:32,R_2YKYCo0cKFdAiZt,,,,,44.01849365234375,-121.29840087890625,anonymous,EN,Emma,,,,,1,1,1,2,1,The email filter was working properly and Dr. Jones had received and read the email,2,1,1,1,2,2,6,Dr. Smith had read her email,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2,,1,2
2020-09-15 18:23:36,2020-09-15 18:30:25,0,177.134.75.157,100,409,1,2020-09-15 18:30:25,R_3qrjhPdyZh7P6qh,,,,,-30.114593505859375,-51.1638946533203125,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,6,"If Sandra had checked all the products used before baking, the customer would not have suffered an allergic reaction.",6,6,1,1,2,2,7,"If Anne had checked all the used products before baking, or read the email about the produzts, the customer would not have suffered an allergic reaction.",7,7,29,2,,3,1
2020-09-15 18:20:06,2020-09-15 18:30:26,0,216.54.20.2,100,620,1,2020-09-15 18:30:26,R_3OrG1lco9Z8uVpO,,,,,36.73480224609375,-76.2342987060546875,anonymous,EN,,,,Noah,,1,1,1,2,4,the email wasn't marked as spam,2,1,1,1,2,2,3,the doctor had read the emails,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2,,1,2
