StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q37,Q38,Q39,Q40,Q41,H_Check_fact_1,H_Check_test_1,H_Check_read_1,H_Check_know_1,H_C_1_1,H_CF_1,H_K_1_1,H_B_1_1,H_Check_fact_2,H_Check_test_2,H_Check_read_2,H_Check_know_2,H_C_2_1,H_CF_2,H_K_2_1,H_B_2_1,G_Check_fact_1,G_Check_test_1,G_Check_read_1,G_Check_know_1,G_C_1_1,G_CF_1,G_K_1_1,G_B_1_1,G_Check_fact_2,G_Check_test_2,G_Check_read_2,G_Check_know_2,G_C_2_1,G_CF_2,G_K_2_1,G_B_2_1,B_Check_fact_1,B_Check_test_1,B_Check_read_1,B_Check_know_1,B_C_1_1,B_CF_1,B_K_1_1,B_B_1_1,B_Check_fact_2,B_Check_test_2,B_Check_read_2,B_Check_know_2,B_C_2_1,B_CF_2,B_K_2_1,B_B_2_1,Age,Gender,Q390,condition,order
2020-10-15 18:05:46,2020-10-15 18:14:58,0,76.23.185.18,100,551,1,2020-10-15 18:14:58,R_3nOBcz2mBQ3wx7h,,,,,41.577392578125,-73.02449798583984375,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,4,SANDRA HAD READ ALL THE EMAILS SHE WOULD HAVE KNOWN THERE WAS  A TRACE OF NUTS IN THE FLOUR,6,5,1,2,1,2,5,SHE HAD READ ALL THE EMAILS INSTEAD OF JUST ONE,6,6,45,2,,3,1
2020-10-15 18:11:55,2020-10-15 18:15:43,0,67.140.45.143,100,228,1,2020-10-15 18:15:43,R_2R23sJtci8axz32,,,,,31.1822967529296875,-83.76409912109375,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,1,2,1,1,6,Alex didn't buy the cheaper product Splendor to replace a higher version Flora,3,4,1,1,2,2,5,"If Vitax wasn't replaced for the new fertilizer ""Nutrit"" ",6,3,,,,,,,,,,,,,,,,,25,1,,2,2
2020-10-15 18:06:38,2020-10-15 18:15:44,0,108.219.50.205,100,545,1,2020-10-15 18:15:44,R_11gpcLYwuqcxLTN,,,,,39.015106201171875,-95.64019775390625,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,5,"Sandra had done her due diligence in reading each of the e-mails, she would have known that the Harvest flour could contain traces of walnuts and therefore should be avoided in nut allergy friendly baking applications.",7,7,1,2,1,2,5,"Anne had read her e-mails each time (or all of the them at one time, depending on how they were delivered to her), then she would have known that the Homestead flour definitely contains traces of hazelnut and would not have used it and",7,7,48,2,,3,1
2020-10-15 18:06:16,2020-10-15 18:16:23,0,157.49.243.204,100,606,1,2020-10-15 18:16:23,R_1q3QCpd0NKqIi0L,,,,,13.087799072265625,80.27850341796875,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,7,"it is so good ",6,6,1,2,1,1,6,"good taste ",7,6,34,2,,3,2
2020-10-15 18:10:54,2020-10-15 18:16:26,0,157.46.66.139,100,332,1,2020-10-15 18:16:27,R_p5Zjh8EsE93rNHb,,,,,13.087799072265625,80.27850341796875,anonymous,EN,,,,,Ane,,,,,,,,,,,,,,,,,1,2,1,1,6,it is good,7,7,1,2,1,1,7,it is good,6,7,,,,,,,,,,,,,,,,,33,2,,2,2
2020-10-15 18:16:27,2020-10-15 18:16:55,0,122.164.49.42,100,27,1,2020-10-15 18:16:55,R_2RaXvXRj6f6eIcA,,,,,13.087799072265625,80.27850341796875,anonymous,EN,,,ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-15 18:15:37,2020-10-15 18:17:22,0,209.161.89.26,100,104,1,2020-10-15 18:17:22,R_2S7Zys8rpiTfWYd,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,,,AVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-15 18:01:30,2020-10-15 18:17:22,0,117.213.37.146,100,952,1,2020-10-15 18:17:23,R_124HvmQB0h35Bw7,,,,,8.1790008544921875,77.43231201171875,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,1,1,1,2,6,"regularly fertilizes the roses with the fertilizer ",5,7,1,1,1,2,6,regularly fertilizes the roses with fertilizer vitax,5,6,,,,,,,,,,,,,,,,,25,1,"no confusing, very interesting",2,1
2020-10-15 18:07:07,2020-10-15 18:17:43,0,71.77.155.238,100,636,1,2020-10-15 18:17:44,R_2rNnjvOuIBIgKGD,,,,,35.1873016357421875,-79.47299957275390625,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,1,1,1,2,4,If Alex had read all the emails he would have seen the 10th one and known that Splendor would kill the rose.,6,5,1,2,1,2,5,If Bob had read all the emails the China roses would not have died,6,6,,,,,,,,,,,,,,,,,58,2,,2,1
2020-10-15 18:09:53,2020-10-15 18:18:26,0,75.177.104.109,100,513,1,2020-10-15 18:18:27,R_2rZ8rerUgj4WhZS,,,,,36.5001983642578125,-80.616302490234375,anonymous,EN,,,,Noah,,1,1,1,2,1,Dr. Jones had more thoroughly investigated the results of the emails,4,5,1,2,1,2,1,Dr. Smith had read the other 9 emails,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,2,,1,1
2020-10-15 18:16:38,2020-10-15 18:21:40,0,64.224.70.47,100,302,1,2020-10-15 18:21:41,R_3EtWJok5UDr2kwW,,,,,38.44140625,-92.99469757080078125,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,5,Sandra had researched all of her emails,7,7,1,2,1,2,7,Anne had read all of her emails,7,7,63,2,Best wishes with your study : ),3,1
2020-10-15 18:17:33,2020-10-15 18:22:19,0,98.238.214.213,100,286,1,2020-10-15 18:22:20,R_8iYYBSkrvUZ9RfP,,,,,38.4062957763671875,-121.4286956787109375,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,5,they were told that it contained traces of nuts,4,4,1,2,1,2,5,they checked more than one email,5,5,23,1,,3,1
2020-10-15 18:21:24,2020-10-15 18:23:42,0,49.37.187.33,100,138,1,2020-10-15 18:23:42,R_2VEbCgtZebzzdWu,,,,,13.087799072265625,80.27850341796875,anonymous,EN,,BEAUTIFUL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-15 18:14:14,2020-10-15 18:24:28,0,72.17.88.223,100,613,1,2020-10-15 18:24:28,R_30eHmB21Fr3TBfN,,,,,28.62249755859375,-81.43170166015625,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,6,Sandra had done her due diligence in confirm from all ten mails she would have know there were traces of walnuts in the flour,7,6,1,2,1,2,6,Anne had checked other emails to confirm the first she would have known it contained traces of nuts,5,6,57,2,,3,2
2020-10-15 18:00:36,2020-10-15 18:24:30,0,76.100.197.204,100,1434,1,2020-10-15 18:24:31,R_1kXQiblnRRj9Ak1,,,,,39.3529052734375,-76.57430267333984375,anonymous,EN,,Benjamin,,,,1,1,1,2,7,"Thw doctor had checked all of the emails ",7,7,1,2,1,2,7,"The doctor had looked at all of the emails ",7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,1,None,1,1
2020-10-15 18:23:09,2020-10-15 18:25:00,0,72.241.62.50,100,111,1,2020-10-15 18:25:01,R_3GDLbejJQMPHwTd,,,,,41.648895263671875,-83.60150146484375,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,5,the plant would have been more careful,5,5,1,2,1,1,5,the customer would have paid attention,6,6,29,1,,3,1
2020-10-15 18:17:01,2020-10-15 18:25:21,0,122.164.49.42,100,500,1,2020-10-15 18:25:21,R_4GU3g01Vm3S07KN,,,,,13.087799072265625,80.27850341796875,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,1,1,2,1,4,"is one of the fastest-acting, most excellent sources of nitrogen, phosphorous, potassium and trace elements for plants, delivered in a form that's perfect for assimilation. Not only that, we all have a constant, year-round supply of it - and it's free",5,5,1,1,2,1,5,"is one of the fastest-acting, most excellent sources of nitrogen, phosphorous, potassium and trace elements for plants, delivered in a form that's perfect for assimilation. Not only that, we all have a constant, year-round supply of it - and it's free",5,4,,,,,,,,,,,,,,,,,29,1,nothing,2,2
2020-10-15 18:24:04,2020-10-15 18:25:24,0,49.37.187.33,100,79,1,2020-10-15 18:25:24,R_u3PmyG9uoa2ClXz,,,,,13.087799072265625,80.27850341796875,anonymous,EN,,,AVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-15 18:15:42,2020-10-15 18:26:07,0,49.37.191.98,100,624,1,2020-10-15 18:26:07,R_3QMKMyDjQx67jw6,,,,,13.087799072265625,80.27850341796875,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,1,1,1,2,4,IF ALEX DOES NOT USE THE FERTILIZER SPLENDOR THE BOURBON ROSES WOULD NOT HAVE DIED,2,4,1,2,1,2,5,BOB DOES NOT USE THE FERTILIZER NUTRIT THE CHINA ROSES WOULD NOT HAVE DIED,4,5,,,,,,,,,,,,,,,,,25,1,NOTHING,2,1
2020-10-15 18:22:15,2020-10-15 18:26:11,0,49.37.187.33,100,235,1,2020-10-15 18:26:11,R_0lkjerYRsuFN8Hv,,,,,13.087799072265625,80.27850341796875,anonymous,EN,,,,"It's a beautiful day, isn't it?""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-15 18:05:16,2020-10-15 18:27:00,0,47.189.137.137,100,1303,1,2020-10-15 18:27:00,R_27QHtGSTwezgQXV,,,,,33.10699462890625,-97.15979766845703125,anonymous,EN,,Benjamin,,,,1,1,1,2,5,"If the doctor would have looked through all emails before coming to a conclusion, then the patient would not have suffered leg cramps. He should have checked all email test results instead of just looking at the first email. ",7,6,1,2,1,2,7,"If Dr. Smith would have looked at the remaining emails, the patient would not have suffered the leg cramps. The doctor should have looked at all 10 emails to get a better understanding about the side effects. ",7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,1,none,1,1
2020-10-15 18:25:32,2020-10-15 18:27:31,0,49.37.187.33,100,118,1,2020-10-15 18:27:32,R_OBCqrRKty2Py4uZ,,,,,13.087799072265625,80.27850341796875,anonymous,EN,,,,AMELIA SAYS TO NOAH AND SHE WAS GET A BEAUTIFUL DAY BUT SHE WAS NOT ENJOYED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-15 18:17:49,2020-10-15 18:27:33,0,174.104.16.14,100,584,1,2020-10-15 18:27:34,R_2CC8NWLo4TpoFly,,,,,40.84710693359375,-81.38770294189453125,anonymous,EN,,,,"Noah ",,1,1,1,2,7,"Checked  better ",7,7,1,2,1,2,7,The  doctor had checked better he would have known it causes leg cramps .,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,1,"Good survey thanks ",1,2
2020-10-15 18:24:05,2020-10-15 18:27:38,0,162.231.57.35,100,212,1,2020-10-15 18:27:38,R_31inmM9uUzKxXVC,,,,,32.7404937744140625,-117.09349822998046875,anonymous,EN,,,Ava,,,1,1,1,2,2,Dr. had prescribed the other drug,6,5,1,2,1,2,2,Dr. Smith had prescribed the other drug,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,1,Thanks,1,1
2020-10-15 18:27:36,2020-10-15 18:28:11,0,49.37.187.33,100,35,1,2020-10-15 18:28:12,R_6o1gODjbf11kpLr,,,,,13.087799072265625,80.27850341796875,anonymous,EN,,"BENJAMIN ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-15 18:11:34,2020-10-15 18:28:30,0,49.37.190.229,100,1016,1,2020-10-15 18:28:30,R_114vGCJBb2OZPTz,,,,,13.087799072265625,80.27850341796875,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,1,1,2,2,5,"alex have proper fertilizes the bourbon roses regularly and some get some knowledge about splendor then,",5,5,1,2,2,2,5,"bob have proper maintain daily and weekly once fertilizes.at that time bob maintains,",4,5,,,,,,,,,,,,,,,,,28,1,nice study,2,2
2020-10-15 18:26:40,2020-10-15 18:30:01,0,68.197.64.235,100,200,1,2020-10-15 18:30:01,R_1DTIIKiHEhpA7ax,,,,,40.5175018310546875,-74.39910125732421875,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,1,1,1,2,4,"Alex had known that 'Splendor' harms the Bourbon rose or if it were the case that 'Splendor' does not harm the Bourbon rose ",4,4,1,2,1,2,4,Bob knew what would happen or if nutrit didn't harm china roses,4,4,,,,,,,,,,,,,,,,,25,1," ",2,1
2020-10-15 18:23:39,2020-10-15 18:31:06,0,74.89.203.50,100,447,1,2020-10-15 18:31:07,R_3HCfYTBVlfFBgp4,,,,,41.145904541015625,-72.28759765625,anonymous,EN,,,,Noah,,1,1,1,2,6," If Dr smith looked at all the emails he would have known the side effects and not administered the medicine ",7,6,1,2,1,2,6," If Dr Smith took the time to read the rest of the Email's, he would have known about the side effects and then the patient would not have suffered the leg cramps",7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,1,Thanks stay safe and good luck with your work,1,2
2020-10-15 18:08:19,2020-10-15 18:31:27,0,209.161.89.42,100,1387,1,2020-10-15 18:31:27,R_tG7vn6U3YRmU7EB,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,4,customer reaction,5,6,1,2,2,1,4,customer reaction,4,5,45,1,,3,2
2020-10-15 18:31:31,2020-10-15 18:32:14,0,49.37.187.33,100,42,1,2020-10-15 18:32:14,R_3qPYOz4fG4IAOQy,,,,,13.087799072265625,80.27850341796875,anonymous,EN,,,,NOAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-15 18:24:43,2020-10-15 18:34:40,0,98.237.133.202,100,596,1,2020-10-15 18:34:40,R_2V1rtIbUlCvKBQs,,,,,47.29620361328125,-122.39530181884765625,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,6,Sandra is aware of that the “Harvest” flour contains traces of walnuts,6,5,1,2,1,2,6,Anne is aware of that the “Homestead” flour contains traces of hazelnuts,6,5,32,1,,3,1
2020-10-15 18:32:02,2020-10-15 18:35:38,0,184.61.239.25,100,215,1,2020-10-15 18:35:38,R_3Gy0SQLENaF466q,,,,,42.8235015869140625,-84.233001708984375,anonymous,EN,Emma,,,,,1,1,1,2,4,Doctor Jones had read all the emails,6,5,1,2,1,2,7,the doctor had read the rest of the emails,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,2,,1,1
2020-10-15 18:17:26,2020-10-15 18:35:49,0,209.161.89.26,100,1103,1,2020-10-15 18:35:50,R_3noXvtNS3W5ekp5,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,,,,,JAMES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,6,"i would like to say walnut is good thing so ",5,3,1,1,1,2,5,"i would like to say hazelnuts is good ",7,3,49,2,no,3,1
2020-10-15 18:14:03,2020-10-15 18:36:56,0,157.48.209.205,100,1372,1,2020-10-15 18:36:56,R_p9t0wU76jDH5svn,,,,,17.38409423828125,78.456390380859375,anonymous,EN,,,,,James,1,1,1,2,7,Dr Jones's responsibility is to check all the official mails.But he didn't. Due to his lethargic the patient got suffered.,5,7,1,2,1,2,6,Doctor is the only responsibility for the side effect.Dr.Smith need to be attentive before give some medicine to the patients.,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,1,,1,2
2020-10-15 18:37:15,2020-10-15 18:37:22,0,24.208.188.198,100,7,1,2020-10-15 18:37:22,R_6gTemmoyLHOvUxb,,,,,40.7415924072265625,-84.15219879150390625,anonymous,EN,,,,noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-15 18:32:59,2020-10-15 18:37:29,0,157.46.90.144,100,269,1,2020-10-15 18:37:29,R_7a2k838Ec57pGw1,,,,,13.087799072265625,80.27850341796875,anonymous,EN,,,,,no talking,,,,,,,,,,,,,,,,,1,2,1,1,5,"  “Alex could have known that Splendor harms Bourbon roses.”",4,3,2,1,1,1,6,“Bob could have known that Nutrit harms China roses.”,4,4,,,,,,,,,,,,,,,,,28,1,,2,2
2020-10-15 18:35:57,2020-10-15 18:37:47,0,68.202.156.179,100,109,1,2020-10-15 18:37:48,R_1IfSj7Xqc4jhOXm,,,,,29.0511016845703125,-82.03800201416015625,anonymous,EN,,,Ava,,,1,1,4,2,4,would have read all the emails,5,4,1,2,2,2,4,he would have read all the emails,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2,,1,2
2020-10-15 18:24:19,2020-10-15 18:38:46,0,177.143.141.119,100,866,1,2020-10-15 18:38:47,R_qW4miOEYTwZOOYx,,,,,-23.098297119140625,-45.9217987060546875,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,1,1,1,2,2,"If a person analyzes all the emails and forward the result to the employees, the result would be different.",2,2,1,2,1,2,6,Seeing all emails from initiates in single batch outcome would be different,5,5,,,,,,,,,,,,,,,,,30,1,,2,2
2020-10-15 18:30:49,2020-10-15 18:39:21,0,96.11.217.115,100,512,1,2020-10-15 18:39:21,R_2y8fjpVmTauS3Vo,,,,,38.0052032470703125,-84.42299652099609375,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,the company had check more thoroughly and she checked all emails,4,4,1,1,1,2,6,she had check the other emails,4,5,44,2,,3,2
2020-10-15 18:34:44,2020-10-15 18:39:27,0,98.201.54.246,100,283,1,2020-10-15 18:39:27,R_1lB2mODOBQwOHFz,,,,,29.828399658203125,-95.46959686279296875,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,5,Sandra had checked more of the emails she would have been aware of the nuts.,6,6,1,2,1,2,5,Anne had just checked one more email.,7,6,31,1,,3,1
2020-10-15 18:30:25,2020-10-15 18:39:38,0,98.144.149.220,100,552,1,2020-10-15 18:39:38,R_2a8g7X1Ji2xGNaj,,,,,42.7256011962890625,-87.85880279541015625,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,"If Harvest had more consistent testing procedures, the customer would not have suffered an allergic reaction.",7,1,1,2,1,2,1,"If Anne had bothered to read the remaining emails, the customer would not have suffered an allergic reaction.",7,3,62,1,,3,2
2020-10-15 18:34:20,2020-10-15 18:40:02,0,47.30.143.133,100,342,1,2020-10-15 18:40:03,R_2Tw8G5WomBg6C14,,,,,28.6519012451171875,77.23150634765625,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,1,1,1,2,5,had read all emails,6,5,1,2,1,2,7,Bob had read even one more email,7,7,,,,,,,,,,,,,,,,,27,1,,2,1
2020-10-15 18:20:08,2020-10-15 18:40:37,0,199.114.218.120,100,1228,1,2020-10-15 18:40:37,R_2wGeipLByMNPt29,,,,,40.1103973388671875,-83.11309814453125,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,1,1,1,2,5,Alex checked the whole email,5,5,1,1,1,2,5,Bob did try to check the other emails,5,6,,,,,,,,,,,,,,,,,69,1,,2,2
2020-10-15 18:30:19,2020-10-15 18:41:27,0,71.175.44.119,100,667,1,2020-10-15 18:41:27,R_8H22Is4GSzEr1vz,,,,,39.9040069580078125,-75.50890350341796875,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,4,"Sandra looked at ALL of the emails...maybe because the last email stated that Harvest contains traces of walnuts, she could have thought differently and not use Harvest because of that last email even though most of the emails said there was not traces of walnuts.",4,4,1,2,1,2,4,"Anne would have only looked at least the next few (if not, all) the emails, she would have known that Homestead had traces of hazelnuts, and therefore, probably would not have used Homestead.",6,5,49,2,N/A,3,2
2020-10-15 18:36:28,2020-10-15 18:44:11,0,24.247.158.176,100,463,1,2020-10-15 18:44:11,R_3nJdz6WNQOKJ7ym,,,,,42.2711029052734375,-85.541900634765625,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,7,Sandra had checked all her emails,7,6,1,2,1,2,7,Anne had checked her emails,7,7,59,1,,3,1
2020-10-15 18:40:54,2020-10-15 18:44:38,0,45.72.6.95,100,224,1,2020-10-15 18:44:38,R_vkrxQ5mJ8FohL5D,,,,,42.37969970703125,-71.10340118408203125,anonymous,EN,,,,,james,,,,,,,,,,,,,,,,,1,2,2,2,4,The splendor was not good.,5,6,1,2,2,1,5,the fertilzer was not good.,5,4,,,,,,,,,,,,,,,,,28,2,Nice study.,2,1
2020-10-15 18:37:26,2020-10-15 18:45:34,0,24.208.188.198,100,487,1,2020-10-15 18:45:34,R_3lVX1UrQOzl2Vjv,,,,,40.7415924072265625,-84.15219879150390625,anonymous,EN,Emma,,,,,1,1,1,2,7,the doctor checked more emails,7,7,1,2,1,2,7,he checked more emails,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,1,,1,1
2020-10-15 18:01:59,2020-10-15 18:45:41,0,122.174.227.38,100,2621,1,2020-10-15 18:45:42,R_323HFCrRw7Nz9St,,,,,13.087799072265625,80.27850341796875,anonymous,EN,,,,Noah,,1,1,1,1,6,"
“Dr Jones could have known that Afibo causes mild leg cramps.”",6,6,1,2,2,1,6,"
“Dr Smith could have known that Corus causes mild leg cramps.”
",6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2,"good survey ",1,1
2020-10-15 18:32:36,2020-10-15 18:45:53,0,49.37.187.33,100,797,1,2020-10-15 18:45:54,R_1BPYushAFd473mD,,,,,13.087799072265625,80.27850341796875,anonymous,EN,,,,,JAMES,1,1,4,1,6,"DR JONES ADMINISTERS AFIBO PREVENT THE PATIENT'S ONSET OF THROMBOSIS THE BLOOD GROUP AB-POSITIVE ",4,5,1,1,2,1,6,"IF DR SMITH TREATMENT THE PATIENT WOULD NOT HAVE SUFFERED LEG CRAMPS THE NEW BLOOD THINNER CORUS CAUSES MILD LEG CRAMPS ",4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1,"NO ISSUES ITS NICE ",1,1
2020-10-15 18:38:03,2020-10-15 18:46:12,0,179.66.202.21,100,489,1,2020-10-15 18:46:12,R_2EcnEOLgmWMy1RR,,,,,-8.0117034912109375,-34.9528961181640625,anonymous,EN,,Benjamin,,,,1,1,1,2,5,"If DR Jones had read all e-mails or if the hospital sent something more informative and alerting on one of the emails and he read it, he would not have prescribed Afibo and the problem wouldn't happen. ",1,5,1,2,1,2,6,IF DR Smith read any of the other 9 emails or if the hospital sent something more alerting he wouldn't prescribe Corus and therefore the patient would not have suffered leg cramps,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,1,"Thank you! ",1,1
2020-10-15 18:40:04,2020-10-15 18:47:41,0,192.141.115.161,100,457,1,2020-10-15 18:47:42,R_3EM7jMR225nfqwm,,,,,-22.92010498046875,-43.3307037353515625,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,4,"If Sandra saw all the emails, the customer would not have suffered an allergic reaction.",4,4,1,2,1,2,5,"If Anne were more careful and read all the emails, she would know that it contains traces of hazelnuts, so the customer would not have suffered an allergic reaction.",6,5,19,2,,3,2
2020-10-15 18:44:53,2020-10-15 18:50:18,0,74.131.64.193,100,324,1,2020-10-15 18:50:18,R_1jNZYFka2sR0z8N,,,,,38.30780029296875,-85.73590087890625,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,1,1,1,2,4,Alex could have read all 10 emails and known that Splendor could harm the Bourbon roses.,7,7,1,2,1,2,4,Bob could have looked at one more email and knew that Nutrit could cause harm to China roses.,7,7,,,,,,,,,,,,,,,,,57,1,None,2,1
2020-10-15 18:22:58,2020-10-15 18:50:49,0,67.61.187.126,100,1671,1,2020-10-15 18:50:50,R_23WbI564z2K6kLI,,,,,43.5552978515625,-111.8921966552734375,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,3,Sandra had checked every email and read the last one,6,3,1,2,1,2,2,"Anne had checked her email and seen the other emails, ",6,3,32,2,Thanks!,3,2
2020-10-15 18:48:12,2020-10-15 18:50:59,0,209.161.81.44,100,167,1,2020-10-15 18:50:59,R_3rZoEl26jsw8nGH,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,1,1,2,1,6,exactly into the structure,5,6,2,1,1,1,5,fit exactly into the structure,4,5,,,,,,,,,,,,,,,,,33,1,,2,1
2020-10-15 18:44:24,2020-10-15 18:53:29,0,207.44.32.7,100,545,1,2020-10-15 18:53:29,R_USC2mwRvcFaVMLn,,,,,40.7888031005859375,-76.5623016357421875,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,7,"If she read all the emails, then the customer would not have suffered an allergic reaction.",7,6,1,2,1,2,3,If Anne had read the other emails then the customer would not have suffered an allergic reaction.,7,6,45,2,Thank you,3,2
2020-10-15 18:53:06,2020-10-15 18:54:12,0,122.174.235.32,100,66,1,2020-10-15 18:54:13,R_ZHLfmg3JnWfeLWF,,,,,9.9398956298828125,76.26019287109375,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,1,2,2,1,4,"One day, Alex takes care of the Bourbon roses in the botanical garden. Alex does not know that the new fertilizer “Splendor” harms Bourbon roses. 
",4,4,2,1,1,2,3,"One day, Alex takes care of the Bourbon roses in the botanical garden. Alex does not know that the new fertilizer “Splendor” harms Bourbon roses. 
",4,5,,,,,,,,,,,,,,,,,32,1,,2,1
2020-10-15 18:53:23,2020-10-15 18:57:35,0,72.177.11.14,100,252,1,2020-10-15 18:57:35,R_21pPi54INET2sCB,,,,,30.4031982421875,-97.75299835205078125,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,6,Sandra had checked the other emails and learned about the traces of Walnuts,7,7,1,1,1,2,7,Anne had looked at the other emails,7,7,30,1,,3,1
2020-10-15 18:56:08,2020-10-15 18:57:39,0,122.174.239.229,100,91,1,2020-10-15 18:57:39,R_R3M81D6hzyroqWd,,,,,13.087799072265625,80.27850341796875,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,5,"Ten of these tests have been carried out on “Harvest”. Nine test result are negative, but one test finds evidence for traces of walnuts. Each test result is sent to all bakers in a separate e-mail (see Figure 1).
",5,6,1,2,2,1,5,"However, the fact that “Homestead” contains traces of hazelnuts is still unknown. A standard procedure for botanical gardens is to let a specialised lab carry out a few tests on a new fertilizer. Only a specialised lab can carry out the test that tests for traces of nuts.

",5,6,32,1,,3,1
